,appid,steamspy_tags
9885,305880,Indie
9886,305880,Puzzle
9887,305920,Indie
9888,305920,Adventure
9889,305920,Platformer
9890,305940,Strategy
9891,305940,Simulation
9892,305940,City Builder
9893,305960,Early Access
9894,305960,Dragons
9895,305960,RPG
9896,305980,Action
9897,305980,On-Rails Shooter
9898,305980,First-Person
9899,306000,Action
9900,306000,Adventure
9901,306000,Indie
9902,306020,Tower Defense
9903,306020,Strategy
9904,306020,Co-op
9905,306040,Indie
9906,306040,Casual
9907,306040,Steampunk
9908,306130,RPG
9909,306130,Open World
9910,306130,MMORPG
9911,306200,Casual
9912,306200,Strategy
9913,306200,Simulation
9914,306350,Racing
9915,306350,Action
9916,306350,Sports
9917,306370,Simulation
9918,306370,Trains
9919,306410,Casual
9920,306410,Hidden Object
9921,306410,Indie
9922,306440,Adventure
9923,306440,Indie
9924,306440,Action
9925,306480,Strategy
9926,306480,Casual
9927,306480,Simulation
9928,306490,Simulation
9929,306490,Strategy
9930,306490,Trains
9931,306550,RPG
9932,306550,Indie
9933,306550,Rogue-like
9934,306620,Strategy
9935,306620,World War II
9936,306620,Wargame
9937,306630,Strategy
9938,306630,Simulation
9939,306630,Historical
9940,306640,Strategy
9941,306640,World War II
9942,306640,Turn-Based
9943,306660,Strategy
9944,306660,Historical
9945,306660,Simulation
9946,306670,Action
9947,306670,Adventure
9948,306670,Villain Protagonist
9949,306680,Casual
9950,306680,Indie
9951,306680,Puzzle
9952,306700,Indie
9953,306700,Action
9954,306700,Local Co-Op
9955,306760,Adventure
9956,306760,Puzzle
9957,306760,Exploration
9958,306930,Free to Play
9959,306930,Massively Multiplayer
9960,306930,Strategy
9961,306950,RPG
9962,306950,Casual
9963,307010,RPG
9964,307010,Indie
9965,307010,Adventure
9966,307030,Action
9967,307030,Adventure
9968,307030,Indie
9969,307050,Visual Novel
9970,307050,Anime
9971,307050,Indie
9972,307070,RPG
9973,307070,Indie
9974,307070,RPGMaker
9975,307090,Early Access
9976,307090,Indie
9977,307090,Action
9978,307110,Early Access
9979,307110,Co-op
9980,307110,Underwater
9981,307130,Indie
9982,307130,Adventure
9983,307130,Action
9984,307150,Early Access
9985,307150,Adventure
9986,307150,Action
9987,307170,Casual
9988,307170,Indie
9989,307170,Action
9990,307190,Visual Novel
9991,307190,Otome
9992,307190,Simulation
9993,307210,Action
9994,307210,Indie
9995,307210,RPG
9996,307230,Casual
9997,307230,Indie
9998,307230,Strategy
9999,307270,Indie
10000,307270,Platformer
10001,307270,Pixel Graphics
10002,307290,Free to Play
10003,307290,Multiplayer
10004,307290,RPG
10005,307340,Action
10006,307340,Shoot 'Em Up
10007,307340,Local Co-Op
10008,307350,Action
10009,307350,Platformer
10010,307350,Shoot 'Em Up
10011,307410,Sports
10012,307410,Fighting
10013,307410,Martial Arts
10014,307430,Strategy
10015,307430,Indie
10016,307430,Casual
10017,307560,Strategy
10018,307570,Adventure
10019,307570,Indie
10020,307570,Point & Click
10021,307580,Adventure
10022,307580,Cyberpunk
10023,307580,Point & Click
10024,307590,Indie
10025,307590,Action
10026,307590,Platformer
10027,307600,Strategy
10028,307600,Indie
10029,307600,Adventure
10030,307620,Action
10031,307620,Indie
10032,307620,Pixel Graphics
10033,307640,RPG
10034,307640,Funny
10035,307640,Comedy
10036,307670,Western
10037,307670,Strategy
10038,307670,Turn-Based Strategy
10039,307690,Open World
10040,307690,Action
10041,307690,Martial Arts
10042,307760,Simulation
10043,307760,Strategy
10044,307760,Management
10045,307770,Simulation
10046,307770,Strategy
10047,307770,Indie
10048,307780,Fighting
10049,307780,Gore
10050,307780,Action
10051,307880,Early Access
10052,307880,Survival
10053,307880,Open World
10054,307900,Casual
10055,307900,Simulation
10056,307900,Strategy
10057,307920,Casual
10058,307920,Simulation
10059,307920,Strategy
10060,307930,Dinosaurs
10061,307930,Simulation
10062,307930,Strategy
10063,307940,Adventure
10064,307940,Action
10065,307940,Indie
10066,307960,Simulation
10067,307960,Flight
10068,307960,World War II
10069,307980,Sports
10070,307980,Simulation
10071,307980,Management
10072,307990,Simulation
10073,307990,Casual
10074,307990,Strategy
10075,308000,Adventure
10076,308000,Action
10077,308000,Classic
10078,308040,Indie
10079,308040,Puzzle
10080,308040,Casual
10081,308060,Indie
10082,308060,Adventure
10083,308060,Action
10084,308080,Early Access
10085,308080,Racing
10086,308080,Sports
10087,308173,Strategy
10088,308173,Simulation
10089,308173,Indie
10090,308180,Adventure
10091,308270,Simulation
10092,308270,Strategy
10093,308270,Space
10094,308330,Adventure
10095,308330,Point & Click
10096,308330,Puzzle
10097,308360,Indie
10098,308360,Casual
10099,308360,Puzzle
10100,308380,Strategy
10101,308380,Indie
10102,308380,Steampunk
10103,308400,Action
10104,308400,Casual
10105,308420,FPS
10106,308420,Rogue-lite
10107,308420,Procedural Generation
10108,308440,Indie
10109,308440,Action
10110,308440,Pixel Graphics
10111,308460,Strategy
10112,308460,Tower Defense
10113,308460,Indie
10114,308520,Early Access
10115,308520,Indie
10116,308520,RPG
10117,308540,Early Access
10118,308540,Action
10119,308540,Indie
10120,308560,Adventure
10121,308560,Indie
10122,308560,Point & Click
10123,308580,Indie
10124,308580,Racing
10125,308580,Action
10126,308600,Early Access
10127,308600,Action
10128,308600,Indie
10129,309900,Early Access
10130,309900,Action
10131,309900,Indie
10132,310060,RPG
10133,310060,Adventure
10134,310060,Strategy
10135,310070,Strategy
10136,310070,Indie
10137,310070,Rogue-like
10138,310080,Visual Novel
10139,310080,Anime
10140,310080,Dating Sim
10141,310110,Indie
10142,310110,Action
10143,310110,FPS
10144,310360,Visual Novel
10145,310360,Mystery
10146,310360,Anime
10147,310370,Free to Play
10148,310370,Walking Simulator
10149,310370,Indie
10150,310390,Strategy
10151,310390,Simulation
10152,310390,Hex Grid
10153,310460,Adventure
10154,310460,Point & Click
10155,310460,Comic Book
10156,310470,Strategy
10157,310470,Simulation
10158,310470,Medieval
10159,310490,Strategy
10160,310490,Simulation
10161,310490,Heist
10162,310510,Tower Defense
10163,310510,RPG
10164,310510,Action
10165,310560,Racing
10166,310560,Simulation
10167,310560,Driving
10168,310640,Simulation
10169,310640,Fishing
10170,310700,Indie
10171,310700,Platformer
10172,310700,Action
10173,310740,Indie
10174,310740,Stealth
10175,310740,Cyberpunk
10176,310790,Action
10177,310790,Arcade
10178,310790,Twin Stick Shooter
10179,310810,Action
10180,310810,Adventure
10181,310810,Co-op
10182,310830,Action
10183,310830,Indie
10184,310830,Space
10185,310850,Action
10186,310850,Indie
10187,310850,Adventure
10188,310870,Indie
10189,310870,Adventure
10190,310870,Action
10191,310880,Sports
10192,310880,Strategy
10193,310880,Simulation
10194,310890,Zombies
10195,310890,Strategy
10196,310890,Action
10197,310950,Fighting
10198,310950,Multiplayer
10199,310950,Competitive
10200,310970,Strategy
10201,310970,Indie
10202,310970,Turn-Based
10203,310990,Action
10204,311010,Adventure
10205,311010,Indie
10206,311010,Action
10207,311040,Strategy
10208,311040,Simulation
10209,311040,Politics
10210,311060,Strategy
10211,311060,RPG
10212,311080,Simulation
10213,311080,Action
10214,311080,Flight
10215,311100,Simulation
10216,311100,Action
10217,311120,Action
10218,311120,FPS
10219,311120,Female Protagonist
10220,311140,Action
10221,311140,FPS
10222,311140,Singleplayer
10223,311170,Indie
10224,311170,Casual
10225,311170,Tower Defense
10226,311190,Indie
10227,311190,Platformer
10228,311190,Metroidvania
10229,311210,Multiplayer
10230,311210,FPS
10231,311210,Zombies
10232,311240,Puzzle
10233,311240,Psychological Horror
10234,311240,Story Rich
10235,311250,Horror
10236,311250,Adventure
10237,311250,Indie
10238,311260,Early Access
10239,311260,Economy
10240,311260,Medieval
10241,311290,RPG
10242,311290,Strategy
10243,311290,RTS
10244,311310,Early Access
10245,311310,Naval
10246,311310,Open World
10247,311340,Stealth
10248,311340,Action
10249,311340,Short
10250,311480,Action
10251,311480,Indie
10252,311480,Rogue-like
10253,311490,Indie
10254,311490,Action
10255,311560,Open World
10256,311560,Assassin
10257,311560,Action
10258,311680,Visual Novel
10259,311680,Otome
10260,311680,Casual
10261,311690,Bullet Hell
10262,311690,Pixel Graphics
10263,311690,Rogue-like
10264,311720,Indie
10265,311720,RPG
10266,311720,Rogue-like
10267,311730,Fighting
10268,311730,Female Protagonist
10269,311730,Action
10270,311770,Action
10271,311770,Adventure
10272,311770,LEGO
10273,311800,Early Access
10274,311800,Cyberpunk
10275,311800,RPG
10276,311820,Racing
10277,311820,Indie
10278,311820,Action
10279,311840,Simulation
10280,311840,Casual
10281,311840,Strategy
10282,311850,Casual
10283,311850,Card Game
10284,311850,Zombies
10285,311860,RPG
10286,311860,Indie
10287,311860,Adventure
10288,311870,Action
10289,311870,RPG
10290,311870,Indie
10291,311910,Simulation
10292,311930,Action
10293,311930,Indie
10294,311930,Twin Stick Shooter
10295,311940,Action
10296,311940,Indie
10297,311940,Twin Stick Shooter
10298,311980,Early Access
10299,311980,Strategy
10300,311980,Indie
10301,312010,Action
10302,312010,Adventure
10303,312010,Shooter
10304,312020,Strategy
10305,312020,Indie
10306,312020,Casual
10307,312050,Adventure
10308,312050,Action
10309,312050,Point & Click
10310,312150,Early Access
10311,312150,Free to Play
10312,312150,Action
10313,312200,Metroidvania
10314,312200,Indie
10315,312200,RPG
10316,312210,Early Access
10317,312210,Survival
10318,312210,Open World
10319,312220,Adventure
10320,312220,RPG
10321,312220,Action
10322,312230,Adventure
10323,312230,Indie
10324,312230,Action
10325,312240,Action
10326,312240,Indie
10327,312240,Adventure
10328,312280,Chess
10329,312280,Strategy
10330,312280,Board Game
10331,312300,Indie
10332,312300,RPG
10333,312300,Text-Based
10334,312310,Action
10335,312310,Indie
10336,312310,Simulation
10337,312350,Strategy
10338,312350,World War I
10339,312350,Turn-Based Strategy
10340,312360,Strategy
10341,312360,Simulation
10342,312360,World War I
10343,312370,Warhammer 40K
10344,312370,Strategy
10345,312370,Turn-Based Tactics
10346,312400,Strategy
10347,312400,World War II
10348,312410,Strategy
10349,312410,Indie
10350,312410,Tower Defense
10351,312420,Strategy
10352,312420,Demons
10353,312420,Fantasy
10354,312430,Strategy
10355,312430,Grand Strategy
10356,312430,Turn-Based
10357,312440,Strategy
10358,312440,Turn-Based
10359,312440,Sci-fi
10360,312450,Strategy
10361,312450,World War II
10362,312450,Turn-Based
10363,312510,Indie
10364,312510,Action
10365,312510,Local Multiplayer
10366,312520,Atmospheric
10367,312520,Survival
10368,312520,Platformer
10369,312530,Multiplayer
10370,312530,Action
10371,312530,Local Multiplayer
10372,312540,Action
10373,312540,RPG
10374,312540,JRPG
10375,312560,RPG
10376,312560,Action
10377,312560,Action RPG
10378,312600,RPG
10379,312600,Strategy
10380,312600,Anime
10381,312610,Action
10382,312610,Arcade
10383,312610,Co-op
10384,312630,Indie
10385,312630,Strategy
10386,312630,Tower Defense
10387,312640,Indie
10388,312640,Action
10389,312640,Shoot 'Em Up
10390,312650,Action
10391,312650,VR
10392,312650,Tanks
10393,312660,Sniper
10394,312660,Multiplayer
10395,312660,Shooter
10396,312670,Adventure
10397,312670,Action
10398,312670,Co-op
10399,312720,Strategy
10400,312720,Casual
10401,312720,Indie
10402,312750,RPG
10403,312750,JRPG
10404,312750,Fantasy
10405,312780,Character Customization
10406,312780,Swordplay
10407,312780,Action
10408,312790,RPG
10409,312790,Anime
10410,312790,JRPG
10411,312840,Story Rich
10412,312840,Adventure
10413,312840,Quick-Time Events
10414,312900,Action
10415,312900,Indie
10416,312900,Casual
10417,312920,Sports
10418,312970,Adventure
10419,312970,Point & Click
10420,312970,Comedy
10421,312980,Simulation
10422,312980,Strategy
10423,312980,World War II
10424,312990,Free to Play
10425,312990,Action
10426,312990,Multiplayer
10427,313010,City Builder
10428,313010,Simulation
10429,313010,Building
10430,313020,Visual Novel
10431,313020,Adventure
10432,313020,RPG
10433,313040,Action
10434,313040,Adventure
10435,313040,Platformer
10436,313080,Action
10437,313080,Heist
10438,313080,Strategy
10439,313120,Early Access
10440,313120,Survival
10441,313120,Open World
10442,313130,Indie
10443,313130,Cyberpunk
10444,313130,Stealth
10445,313140,Adventure
10446,313140,Indie
10447,313140,Horror
10448,313160,Simulation
10449,313160,Multiplayer
10450,313160,Open World
10451,313190,Casual
10452,313200,Adventure
10453,313200,Point & Click
10454,313210,Action
10455,313210,Masterpiece
10456,313210,Psychological Horror
10457,313330,Racing
10458,313340,Simulation
10459,313340,Indie
10460,313340,Casual
10461,313360,Adventure
10462,313360,Casual
10463,313360,Cyberpunk
10464,313390,Action
10465,313390,Indie
10466,313390,Flight
10467,313400,Shoot 'Em Up
10468,313400,Action
10469,313400,Indie
10470,313470,RPG
10471,313470,Indie
10472,313470,Western
10473,313480,Strategy
10474,313480,World War II
10475,313480,RTS
10476,313500,Strategy
10477,313500,World War II
10478,313500,RTS
10479,313590,Action
10480,313590,Adventure
10481,313590,Indie
10482,313620,Simulation
10483,313620,Strategy
10484,313620,Management
10485,313630,Survival
10486,313630,Adventure
10487,313630,Exploration
10488,313650,Hidden Object
10489,313650,Casual
10490,313650,Female Protagonist
10491,313660,Strategy
10492,313660,Simulation
10493,313660,Grand Strategy
10494,313690,LEGO
10495,313690,Batman
10496,313690,Adventure
10497,313730,Anime
10498,313730,Visual Novel
10499,313730,Free to Play
10500,313740,Anime
10501,313740,Visual Novel
10502,313740,Nudity
10503,313780,Adventure
10504,313780,Lovecraftian
10505,313780,Horror
10506,313810,RPG
10507,313810,Adventure
10508,313810,Action
10509,313830,Indie
10510,313830,Adventure
10511,313830,Puzzle
10512,313870,Adventure
10513,313870,Point & Click
10514,313870,Vampire
10515,313960,Indie
10516,313960,Adventure
10517,313960,Platformer
10518,313980,Indie
10519,313980,Action
10520,313980,Hack and Slash
10521,314000,Free to Play
10522,314000,Sports
10523,314000,Simulation
10524,314010,Free to Play
10525,314010,Strategy
10526,314010,Indie
10527,314020,Puzzle
10528,314020,Hidden Object
10529,314020,Casual
10530,314030,Fighting
10531,314030,2D Fighter
10532,314030,Great Soundtrack
10533,314050,Racing
10534,314050,Indie
10535,314050,Casual
10536,314070,Baseball
10537,314070,Sports
10538,314070,Indie
10539,314120,RPG
10540,314120,Indie
10541,314120,Comedy
10542,314150,Arcade
10543,314150,Beat 'em up
10544,314150,Retro
10545,314160,Simulation
10546,314160,Flight
10547,314160,Realistic
10548,314180,Shoot 'Em Up
10549,314180,Bullet Hell
10550,314180,Arcade
10551,314200,Adventure
10552,314200,Visual Novel
10553,314200,Indie
10554,314210,Adventure
10555,314210,Indie
10556,314210,Platformer
10557,314220,Action
10558,314220,Indie
10559,314220,Arcade
10560,314230,Early Access
10561,314230,Space
10562,314230,Exploration
10563,314240,RPG
10564,314240,Simulation
10565,314240,Management
10566,314250,Action
10567,314250,Indie
10568,314250,Adventure
10569,314280,Horror
10570,314280,Free to Play
10571,314280,Adventure
10572,314290,Action
10573,314290,Indie
10574,314290,Arcade
10575,314300,Early Access
10576,314300,Indie
10577,314300,Adventure
10578,314320,Simulation
10579,314320,Indie
10580,314320,Strategy
10581,314330,Indie
10582,314330,Strategy
10583,314330,Adventure
10584,314340,Chess
10585,314340,Strategy
10586,314340,Indie
10587,314350,Early Access
10588,314350,Strategy
10589,314350,Action
10590,314360,Indie
10591,314360,Adventure
10592,314360,Platformer
10593,314370,Indie
10594,314370,First-Person
10595,314370,Metroidvania
10596,314380,RPG
10597,314380,Adventure
10598,314380,Sandbox
10599,314410,Action
10600,314410,Beat 'em up
10601,314410,Co-op
10602,314460,Action
10603,314460,Indie
10604,314460,Platformer
10605,314470,RPG
10606,314470,Indie
10607,314470,Dungeon Crawler
10608,314510,Adventure
10609,314510,Casual
10610,314510,Point & Click
10611,314520,Fishing
10612,314520,Simulation
10613,314520,Sports
10614,314530,Early Access
10615,314530,Adventure
10616,314530,Action
10617,314540,Adventure
10618,314540,Platformer
10619,314540,Family Friendly
10620,314560,Action
10621,314560,RPG
10622,314560,Adventure
10623,314570,Action
10624,314570,Indie
10625,314570,Adventure
10626,314590,Action
10627,314590,Indie
10628,314590,Casual
10629,314610,Strategy
10630,314630,Indie
10631,314630,Adventure
10632,314630,Casual
10633,314660,Adventure
10634,314660,Platformer
10635,314660,Puzzle
10636,314710,Action
10637,314710,Platformer
10638,314710,Anime
10639,314760,Strategy
10640,314760,Indie
10641,314770,Simulation
10642,314770,Indie
10643,314790,Adventure
10644,314790,Indie
10645,314790,Point & Click
10646,314810,Adventure
10647,314810,Indie
10648,314810,Point & Click
10649,314830,RPG
10650,314830,Strategy
10651,314830,Turn-Based
10652,314950,Indie
10653,314950,Simulation
10654,314950,Strategy
10655,314970,Free to Play
10656,314970,Strategy
10657,314970,Turn-Based Strategy
10658,314980,Strategy
10659,314980,Simulation
10660,314980,Grand Strategy
10661,315060,Indie
10662,315060,Casual
10663,315060,Simulation
10664,315070,Early Access
10665,315070,Casual
10666,315070,Indie
10667,315080,Strategy
10668,315080,Indie
10669,315080,RTS
10670,315110,Action
10671,315110,Indie
10672,315110,Multiplayer
10673,315130,Indie
10674,315130,Adventure
10675,315130,Co-op
10676,315320,RPG
10677,315320,Casual
10678,315320,Adventure
10679,315330,Early Access
10680,315330,Strategy
10681,315330,Casual
10682,315340,Action
10683,315340,Indie
10684,315340,Platformer
10685,315430,Puzzle
10686,315430,Indie
10687,315430,First-Person
10688,315450,Indie
10689,315450,Adventure
10690,315450,2D
10691,315460,Survival
10692,315460,Sandbox
10693,315460,Crafting
10694,315480,Action
10695,315480,Indie
10696,315480,Platformer
10697,315540,Early Access
10698,315540,Action
10699,315540,Indie
10700,315550,Simulation
10701,315550,Driving
10702,315550,Indie
10703,315610,Adventure
10704,315610,Indie
10705,315610,Action
10706,315650,Indie
10707,315650,Casual
10708,315650,Action
10709,315660,Simulation
10710,315660,Trains
10711,315660,Driving
10712,315670,Shoot 'Em Up
10713,315670,Action
10714,315670,Arcade
10715,315680,RPG
10716,315680,Strategy
10717,315680,Adventure
10718,315810,Anime
10719,315810,Visual Novel
10720,315810,Story Rich
10721,315830,Action
10722,315830,Indie
10723,315830,Multiplayer
10724,315840,Early Access
10725,315840,Indie
10726,315840,RPG
10727,315850,Indie
10728,315850,Platformer
10729,315850,Action
10730,315860,RPG
10731,315860,Indie
10732,315860,JRPG
10733,315920,Action
10734,315920,Indie
10735,315920,Platformer
10736,315930,RPG
10737,315930,Strategy
10738,315930,Indie
10739,315940,Indie
10740,315940,Adventure
10741,315940,Action
10742,316010,Free to Play
10743,316010,Card Game
10744,316010,Trading Card Game
10745,316020,Indie
10746,316020,Action
10747,316020,Shoot 'Em Up
10748,316030,Action
10749,316030,Adventure
10750,316030,Family Friendly
10751,316080,Indie
10752,316080,Puzzle
10753,316080,Sci-fi
10754,316140,Adventure
10755,316140,Indie
10756,316140,Choose Your Own Adventure
10757,316160,Adventure
10758,316160,Mystery
10759,316160,Point & Click
10760,316180,Indie
10761,316180,Action
10762,316180,Bullet Hell
10763,316240,Simulation
10764,316240,Singleplayer
10765,316260,Family Friendly
10766,316260,Action
10767,316260,Adventure
10768,316320,Family Friendly
10769,316320,Action
10770,316320,Racing
10771,316370,Action
10772,316370,RPG
10773,316370,Indie
10774,316390,Free to Play
10775,316390,Survival
10776,316390,Open World
10777,316420,Casual
10778,316420,Hidden Object
10779,316420,Point & Click
10780,316430,Strategy
10781,316430,World War I
10782,316430,War
10783,316480,Indie
10784,316480,Adventure
10785,316480,Platformer
10786,316600,Bullet Hell
10787,316600,Shoot 'Em Up
10788,316600,Anime
10789,316610,Indie
10790,316610,Puzzle
10791,316610,Casual
10792,316660,Indie
10793,316660,Casual
10794,316660,Action
10795,316700,Sports
10796,316700,Strategy
10797,316700,Football
10798,316720,Visual Novel
10799,316720,Anime
10800,316720,Post-apocalyptic
10801,316740,RPG
10802,316740,Adventure
10803,316740,Indie
10804,316790,Adventure
10805,316790,Classic
10806,316790,Point & Click
10807,316810,Action
10808,316810,Indie
10809,316810,Platformer
10810,316840,RPG
10811,316840,Indie
10812,316840,JRPG
10813,316890,Adventure
10814,316890,Indie
10815,316890,Stealth
10816,316930,Action
10817,316930,Indie
10818,316930,Fighting
10819,316950,Casual
10820,316970,Adventure
10821,316970,Indie
10822,316970,Action
10823,317020,Casual
10824,317020,Family Friendly
10825,317030,Point & Click
10826,317030,Casual
10827,317030,Adventure
10828,317040,Action
10829,317040,RPG
10830,317040,Classic
10831,317060,Action
10832,317060,FPS
10833,317060,Puzzle-Platformer
10834,317080,Simulation
10835,317080,Racing
10836,317080,Sports
10837,317100,Stealth
10838,317100,Female Protagonist
10839,317100,Cyberpunk
10840,317250,Indie
10841,317250,Difficult
10842,317250,Platformer
10843,317280,Indie
10844,317280,Adventure
10845,317280,RPG
10846,317290,Adventure
10847,317290,Indie
10848,317290,Visual Novel
10849,317300,Visual Novel
10850,317300,Dating Sim
10851,317300,Anime
10852,317320,Adventure
10853,317320,Indie
10854,317320,Point & Click
10855,317360,Free to Play
10856,317360,Action
10857,317360,Multiplayer
10858,317370,RPG
10859,317370,Indie
10860,317370,Dungeon Crawler
10861,317380,Strategy
10862,317380,Indie
10863,317380,Turn-Based Strategy
10864,317410,Free to Play
10865,317410,Indie
10866,317410,Action
10867,317440,Racing
10868,317440,Action
10869,317440,Indie
10870,317470,Free to Play
10871,317470,Building
10872,317470,Multiplayer
10873,317510,Casual
10874,317510,Action
10875,317510,Indie
10876,317580,Casual
10877,317580,Family Friendly
10878,317610,Strategy
10879,317610,Tower Defense
10880,317610,Indie
10881,317620,Strategy
10882,317620,Warhammer 40K
10883,317620,Turn-Based Tactics
10884,317710,Indie
10885,317710,Action
10886,317710,Difficult
10887,317720,Action
10888,317720,Strategy
10889,317720,Indie
10890,317730,Early Access
10891,317730,Space
10892,317730,Adventure
10893,317820,RPG
10894,317820,Card Game
10895,317820,Turn-Based
10896,317840,Action
10897,317840,Casual
10898,317840,Platformer
10899,317920,Strategy
10900,317920,Indie
10901,317920,Casual
10902,317940,Indie
10903,317940,Adventure
10904,317940,Music
10905,317950,Indie
10906,317950,Adventure
10907,317950,RPG
10908,317970,Action
10909,317970,FPS
10910,317970,Cult Classic
10911,318020,Strategy
10912,318020,RTS
10913,318020,Multiplayer
10914,318090,Indie
10915,318090,Strategy
10916,318090,Casual
10917,318100,Action
10918,318100,Massively Multiplayer
10919,318100,FPS
10920,318130,RPG
10921,318130,Indie
10922,318130,RPGMaker
10923,318220,Simulation
10924,318220,Action
10925,318220,Open World
10926,318230,Strategy
10927,318230,Pixel Graphics
10928,318230,Indie
10929,318260,Indie
10930,318260,Casual
10931,318260,Simulation
10932,318300,Adventure
10933,318300,Psychological Horror
10934,318300,Sexual Content
10935,318310,Indie
10936,318310,Choose Your Own Adventure
10937,318310,RPG
10938,318330,Indie
10939,318330,RPG
10940,318330,Mechs
10941,318350,Adventure
10942,318350,Casual
10943,318350,Family Friendly
10944,318430,Indie
10945,318430,Platformer
10946,318430,Puzzle
10947,318440,Strategy
10948,318440,Indie
10949,318440,Casual
10950,318480,Action
10951,318480,Indie
10952,318480,Local Co-Op
10953,318530,Difficult
10954,318530,Platformer
10955,318530,Female Protagonist
10956,318560,Action
10957,318560,Indie
10958,318560,Casual
10959,318570,Strategy
10960,318570,Indie
10961,318570,Tower Defense
10962,318600,Survival
10963,318600,Adventure
10964,318600,Great Soundtrack
10965,318650,Strategy
10966,318650,Indie
10967,318650,RTS
10968,318660,Casual
10969,318660,3D Platformer
10970,318680,Adventure
10971,318680,Indie
10972,318680,Point & Click
10973,318690,Action
10974,318690,Indie
10975,318690,Horror
10976,318740,Adventure
10977,318740,Family Friendly
10978,318740,Female Protagonist
10979,318860,Adventure
10980,318860,Action
10981,318860,Indie
10982,318950,Adventure
10983,318950,Action
10984,318950,Family Friendly
10985,318970,RPG
10986,318970,Dungeon Crawler
10987,318970,Indie
10988,319050,Strategy
10989,319050,RPG
10990,319050,Turn-Based
10991,319080,Action
10992,319080,Female Protagonist
10993,319080,Family Friendly
10994,319140,Action
10995,319140,Indie
10996,319140,Metroidvania
10997,319170,Action
10998,319170,Family Friendly
10999,319170,Adventure
11000,319180,Action
11001,319180,Shoot 'Em Up
11002,319210,Adventure
11003,319210,RPG
11004,319210,Indie
11005,319230,Adventure
11006,319230,Indie
11007,319230,Strategy
11008,319250,Adventure
11009,319250,Indie
11010,319250,RPG
11011,319270,Indie
11012,319270,Strategy
11013,319270,Casual
11014,319280,Indie
11015,319280,Fighting
11016,319280,Action
11017,319300,Casual
11018,319300,Trains
11019,319300,Puzzle
11020,319320,Hidden Object
11021,319320,Adventure
11022,319320,Female Protagonist
11023,319400,Family Friendly
11024,319400,Casual
11025,319400,Adventure
11026,319430,Action
11027,319430,Adventure
11028,319430,Indie
11029,319450,Adventure
11030,319450,Indie
11031,319450,Local Co-Op
11032,319470,Indie
11033,319470,Action
11034,319470,Female Protagonist
11035,319480,Action
11036,319480,Indie
11037,319480,Metroidvania
11038,319510,Horror
11039,319510,Singleplayer
11040,319510,Survival Horror
11041,319550,Casual
11042,319550,Racing
11043,319550,Fast-Paced
11044,319560,Indie
11045,319560,Strategy
11046,319560,God Game
11047,319570,Free to Play
11048,319570,MOBA
11049,319570,Action
11050,319630,Story Rich
11051,319630,Choices Matter
11052,319630,Great Soundtrack
11053,319730,Free to Play
11054,319730,Massively Multiplayer
11055,319730,RPG
11056,319740,Strategy
11057,319740,Indie
11058,319740,Sci-fi
11059,319760,Indie
11060,319760,Strategy
11061,319760,Gore
11062,319780,Simulation
11063,319780,Singleplayer
11064,319830,Simulation
11065,319830,Action
11066,319830,Indie
11067,319850,Casual
11068,319850,Simulation
11069,319850,Indie
11070,319910,Adventure
11071,319910,Co-op
11072,319910,Puzzle
11073,319970,Adventure
11074,319970,Indie
11075,319970,Point & Click
11076,320040,RPG
11077,320040,Pixel Graphics
11078,320040,Indie
11079,320090,Indie
11080,320090,Simulation
11081,320090,Puzzle
11082,320110,Casual
11083,320110,Trains
11084,320110,Family Friendly
11085,320120,Indie
11086,320120,Simulation
11087,320120,Exploration
11088,320140,Racing
11089,320140,Driving
11090,320140,Indie
11091,320150,Action
11092,320150,Adventure
11093,320150,Indie
11094,320240,Open World
11095,320240,Survival
11096,320240,Psychological Horror
11097,320300,Simulation
11098,320300,Building
11099,320300,Singleplayer
11100,320310,Racing
11101,320320,RPG
11102,320320,Action
11103,320320,Hack and Slash
11104,320330,Adventure
11105,320330,Indie
11106,320330,Casual
11107,320340,Space
11108,320340,Simulation
11109,320340,Indie
11110,320400,Strategy
11111,320400,Casual
11112,320400,Board Game
11113,320410,Strategy
11114,320410,Action
11115,320430,Strategy
11116,320430,Casual
11117,320430,Card Game
11118,320520,Indie
11119,320520,Adventure
11120,320520,Platformer
11121,320540,Racing
11122,320540,Action
11123,320540,Indie
11124,320610,Adventure
11125,320610,Casual
11126,320610,Hidden Object
11127,320630,Casual
11128,320630,Adventure
11129,320630,Match 3
11130,320650,Match 3
11131,320650,Adventure
11132,320650,Casual
11133,320670,Casual
11134,320670,Adventure
11135,320670,Match 3
11136,320690,Casual
11137,320690,Indie
11138,320690,Adventure
11139,320760,Anime
11140,320760,Visual Novel
11141,320760,Nudity
11142,320790,Action
11143,320790,Indie
11144,320790,FPS
11145,320820,Adventure
11146,320820,Indie
11147,320820,Female Protagonist
11148,320840,Simulation
11149,320840,Action
11150,320840,World War I
11151,320970,Casual
11152,320970,Gambling
11153,321030,Indie
11154,321030,FPS
11155,321030,Action
11156,321060,Nudity
11157,321060,Visual Novel
11158,321060,Anime
11159,321080,Adventure
11160,321080,Action
11161,321080,Pirates
11162,321150,Hidden Object
11163,321150,Adventure
11164,321150,Casual
11165,321160,Sports
11166,321160,Indie
11167,321160,Casual
11168,321190,Visual Novel
11169,321190,Adventure
11170,321190,Anime
11171,321260,Action
