,appid,steamspy_tags
28923,498740,Indie
28924,498740,Sports
28925,498830,Indie
28926,498830,Adventure
28927,498830,Action
28928,498840,Gore
28929,498840,Action
28930,498840,Indie
28931,498850,Strategy
28932,498850,Indie
28933,498850,Casual
28934,498940,Action
28935,498940,Simulation
28936,498940,Massively Multiplayer
28937,498980,Action
28938,498980,Casual
28939,498980,Sports
28940,498990,Action
28941,498990,VR
28942,499070,Strategy
28943,499070,Indie
28944,499070,Simulation
28945,499100,Adventure
28946,499100,Casual
28947,499100,Hidden Object
28948,499110,Adventure
28949,499110,Casual
28950,499110,Hidden Object
28951,499120,Adventure
28952,499120,Casual
28953,499120,Hidden Object
28954,499140,Casual
28955,499140,Indie
28956,499140,Puzzle
28957,499210,Action
28958,499210,Racing
28959,499210,Violent
28960,499230,Early Access
28961,499230,Indie
28962,499230,Action
28963,499330,Strategy
28964,499330,Indie
28965,499330,Casual
28966,499340,Action
28967,499340,Indie
28968,499340,Adventure
28969,499370,Strategy
28970,499370,Indie
28971,499370,Casual
28972,499390,Indie
28973,499400,Action
28974,499400,VR
28975,499420,Casual
28976,499420,Indie
28977,499440,Indie
28978,499440,Puzzle
28979,499440,Casual
28980,499460,Action
28981,499460,Adventure
28982,499460,Casual
28983,499510,Casual
28984,499510,Action
28985,499510,Adventure
28986,499520,Puzzle
28987,499520,First-Person
28988,499520,Space
28989,499540,Adventure
28990,499540,Indie
28991,499540,Free to Play
28992,499560,Casual
28993,499560,Strategy
28994,499560,Indie
28995,499580,Action
28996,499580,Indie
28997,499580,Competitive
28998,499610,Simulation
28999,499610,Action
29000,499610,Indie
29001,499620,Simulation
29002,499620,VR
29003,499620,Action
29004,499760,Early Access
29005,499760,Adventure
29006,499760,Indie
29007,499890,Indie
29008,499890,Action
29009,499890,Music
29010,499900,Indie
29011,499900,Puzzle
29012,499910,Indie
29013,499910,Adventure
29014,499910,Visual Novel
29015,499940,Strategy
29016,499940,Indie
29017,499940,VR
29018,499960,Adventure
29019,499960,Indie
29020,499960,Action
29021,500090,Early Access
29022,500090,Action
29023,500090,Indie
29024,500100,Adventure
29025,500100,Indie
29026,500100,Casual
29027,500110,Casual
29028,500110,Sports
29029,500110,Adventure
29030,500120,Action
29031,500120,Indie
29032,500120,Shoot 'Em Up
29033,500140,Casual
29034,500140,Indie
29035,500140,VR
29036,500150,Adventure
29037,500150,Free to Play
29038,500150,Casual
29039,500170,Simulation
29040,500170,Casual
29041,500170,Exploration
29042,500180,Action
29043,500180,Indie
29044,500180,Casual
29045,500190,Strategy
29046,500190,World War II
29047,500220,Strategy
29048,500220,Casual
29049,500260,Multiplayer
29050,500260,Gore
29051,500260,Action
29052,500320,Adventure
29053,500320,Indie
29054,500320,Point & Click
29055,500340,Action
29056,500340,Indie
29057,500350,Early Access
29058,500350,Action
29059,500350,Indie
29060,500360,Action
29061,500360,Indie
29062,500360,Sports
29063,500380,Free to Play
29064,500380,Indie
29065,500380,Horror
29066,500420,Early Access
29067,500420,Action
29068,500420,Indie
29069,500440,Action
29070,500440,Adventure
29071,500440,Indie
29072,500480,Early Access
29073,500480,Simulation
29074,500480,Action
29075,500550,Adventure
29076,500550,RPGMaker
29077,500550,Sci-fi
29078,500580,Cats
29079,500580,Casual
29080,500580,Puzzle
29081,500660,Sports
29082,500660,Simulation
29083,500660,VR
29084,500670,Action
29085,500670,Indie
29086,500670,Violent
29087,500680,Action
29088,500680,Racing
29089,500680,Sports
29090,500690,Strategy
29091,500690,Indie
29092,500690,Pixel Graphics
29093,500710,RPG
29094,500710,Massively Multiplayer
29095,500710,Sandbox
29096,500750,Early Access
29097,500750,Racing
29098,500750,Indie
29099,500760,Action
29100,500760,Casual
29101,500760,Indie
29102,500790,Action
29103,500790,Indie
29104,500790,4 Player Local
29105,500810,RPG
29106,500810,Steampunk
29107,500810,Story Rich
29108,500870,Casual
29109,500870,Indie
29110,500870,Hidden Object
29111,500880,Early Access
29112,500880,Indie
29113,500880,Casual
29114,500920,Early Access
29115,500920,Casual
29116,500920,Strategy
29117,500940,Casual
29118,500940,Indie
29119,500940,Action
29120,500980,Action
29121,500980,Violent
29122,500980,Strategy
29123,501020,Racing
29124,501020,Action
29125,501020,Indie
29126,501050,Free to Play
29127,501050,Casual
29128,501050,Card Game
29129,501060,Action
29130,501060,Adventure
29131,501060,VR
29132,501080,Simulation
29133,501080,Fishing
29134,501080,Open World
29135,501090,Indie
29136,501090,Simulation
29137,501090,VR
29138,501110,Action
29139,501110,Simulation
29140,501110,Sports
29141,501120,Indie
29142,501120,Family Friendly
29143,501120,Simulation
29144,501180,Adventure
29145,501180,RPG
29146,501180,Action
29147,501190,Sports
29148,501190,Simulation
29149,501190,Football
29150,501220,Simulation
29151,501220,Casual
29152,501220,Racing
29153,501270,Early Access
29154,501270,Indie
29155,501270,Strategy
29156,501280,Utilities
29157,501300,Story Rich
29158,501300,Atmospheric
29159,501300,Walking Simulator
29160,501310,Action
29161,501310,Adventure
29162,501310,RPG
29163,501320,Simulation
29164,501320,Lovecraftian
29165,501320,Management
29166,501350,Action
29167,501350,Indie
29168,501350,Gore
29169,501380,Free to Play
29170,501380,Indie
29171,501380,VR
29172,501410,Action
29173,501410,Adventure
29174,501410,Indie
29175,501420,Early Access
29176,501420,Indie
29177,501420,Casual
29178,501430,Adventure
29179,501430,Strategy
29180,501430,Indie
29181,501440,Indie
29182,501440,Casual
29183,501440,Simulation
29184,501450,Early Access
29185,501450,Indie
29186,501450,Adventure
29187,501470,Early Access
29188,501470,Free to Play
29189,501470,Action
29190,501480,Action
29191,501480,Indie
29192,501480,Platformer
29193,501500,Strategy
29194,501500,RTS
29195,501530,Action
29196,501530,Gore
29197,501530,Violent
29198,501590,Action
29199,501590,Gore
29200,501590,Violent
29201,501760,Indie
29202,501760,Action
29203,501760,Casual
29204,501790,Adventure
29205,501790,Indie
29206,501790,Point & Click
29207,501830,Strategy
29208,501830,Action
29209,501830,Indie
29210,501840,Indie
29211,501840,Singleplayer
29212,501840,Puzzle
29213,501850,Indie
29214,501850,Casual
29215,501850,Adventure
29216,501860,Action
29217,501860,Indie
29218,501860,RPG
29219,501900,Action
29220,501900,Indie
29221,501900,RPG
29222,501920,Action
29223,501920,Adventure
29224,501920,Indie
29225,501930,Indie
29226,501930,Casual
29227,501930,Puzzle
29228,501940,Action
29229,501940,Adventure
29230,501940,Indie
29231,501970,Adventure
29232,501970,FMV
29233,501970,Horror
29234,501990,Adventure
29235,501990,FMV
29236,501990,Horror
29237,502070,Adventure
29238,502070,Action
29239,502070,Casual
29240,502090,Indie
29241,502090,Adventure
29242,502100,Indie
29243,502100,Casual
29244,502100,Puzzle
29245,502120,Adventure
29246,502120,Indie
29247,502120,Casual
29248,502130,Free to Play
29249,502130,Action
29250,502130,Indie
29251,502140,Indie
29252,502140,RPG
29253,502140,RPGMaker
29254,502150,Casual
29255,502150,Puzzle
29256,502150,Sci-fi
29257,502200,Strategy
29258,502200,Tower Defense
29259,502200,Funny
29260,502210,Indie
29261,502210,Casual
29262,502210,Programming
29263,502230,RPG
29264,502230,Casual
29265,502230,Strategy
29266,502240,Indie
29267,502240,Adventure
29268,502240,Violent
29269,502280,Anime
29270,502280,Action
29271,502280,Hack and Slash
29272,502300,Bullet Hell
29273,502300,Shoot 'Em Up
29274,502300,Sexual Content
29275,502320,Action
29276,502320,Indie
29277,502320,Casual
29278,502340,Early Access
29279,502340,Design & Illustration
29280,502340,Animation & Modeling
29281,502370,Strategy
29282,502370,Warhammer 40K
29283,502370,Turn-Based
29284,502380,Casual
29285,502380,Indie
29286,502380,Action
29287,502400,Casual
29288,502400,Indie
29289,502400,Action
29290,502410,Simulation
29291,502410,Action
29292,502420,Simulation
29293,502420,Action
29294,502430,Simulation
29295,502440,Simulation
29296,502440,Action
29297,502450,Simulation
29298,502480,Animation & Modeling
29299,502480,Design & Illustration
29300,502480,Utilities
29301,502500,Flight
29302,502500,Action
29303,502500,Story Rich
29304,502520,Strategy
29305,502520,War
29306,502520,Historical
29307,502530,Casual
29308,502530,Adventure
29309,502530,Indie
29310,502540,Action
29311,502540,Indie
29312,502540,Arcade
29313,502550,Free to Play
29314,502550,Massively Multiplayer
29315,502550,Action
29316,502570,Animation & Modeling
29317,502570,Game Development
29318,502570,3D
29319,502600,Early Access
29320,502600,Indie
29321,502600,Visual Novel
29322,502650,Sports
29323,502650,Casual
29324,502700,Sports
29325,502700,Indie
29326,502700,Action
29327,502710,Action
29328,502710,Adventure
29329,502710,Simulation
29330,502720,Action
29331,502720,Adventure
29332,502720,Indie
29333,502730,Education
29334,502730,Science
29335,502730,Indie
29336,502740,Strategy
29337,502740,Indie
29338,502740,Turn-Based Strategy
29339,502750,Adventure
29340,502750,1990's
29341,502750,1980s
29342,502770,Casual
29343,502770,Indie
29344,502770,Simulation
29345,502780,Indie
29346,502780,Adventure
29347,502780,Space
29348,502800,Nudity
29349,502800,Sexual Content
29350,502800,Anime
29351,502810,Simulation
29352,502810,Strategy
29353,502810,RPG
29354,502820,VR
29355,502820,Adventure
29356,502820,Batman
29357,502880,Indie
29358,502880,Action
29359,502880,Horror
29360,502910,Action
29361,502910,Indie
29362,502910,Adventure
29363,502920,Early Access
29364,502920,Action
29365,502920,Indie
29366,502940,Indie
29367,502940,Casual
29368,502940,Memes
29369,502990,Adventure
29370,502990,Casual
29371,502990,Anime
29372,503010,Early Access
29373,503010,Action
29374,503010,Simulation
29375,503050,Casual
29376,503050,Match 3
29377,503060,Adventure
29378,503060,Casual
29379,503060,Hidden Object
29380,503070,Adventure
29381,503070,Casual
29382,503070,Hidden Object
29383,503080,Adventure
29384,503080,Casual
29385,503080,Hidden Object
29386,503090,Casual
29387,503100,Strategy
29388,503100,Action
29389,503100,Indie
29390,503130,Strategy
29391,503130,Indie
29392,503130,Action
29393,503140,Action
29394,503140,Indie
29395,503140,Adventure
29396,503150,Indie
29397,503150,Casual
29398,503150,Simulation
29399,503160,Free to Play
29400,503160,RPG
29401,503160,Adventure
29402,503180,Early Access
29403,503180,Action
29404,503180,Cyberpunk
29405,503210,Strategy
29406,503210,Adventure
29407,503210,Indie
29408,503220,Action
29409,503220,Indie
29410,503220,Pixel Graphics
29411,503240,Early Access
29412,503240,Adventure
29413,503240,Action
29414,503280,Indie
29415,503280,Puzzle
29416,503280,Sci-fi
29417,503290,Indie
29418,503290,RPG
29419,503290,Simulation
29420,503300,Sexual Content
29421,503300,Nudity
29422,503300,Mature
29423,503320,Indie
29424,503320,Adventure
29425,503320,RPGMaker
29426,503340,Action
29427,503340,Casual
29428,503340,Massively Multiplayer
29429,503350,Horror
29430,503350,Multiplayer
29431,503350,Survival Horror
29432,503370,Early Access
29433,503370,Simulation
29434,503370,Indie
29435,503390,Early Access
29436,503390,Action
29437,503390,Adventure
29438,503400,Adventure
29439,503400,Indie
29440,503400,Point & Click
29441,503420,Action
29442,503420,Strategy
29443,503420,Adventure
29444,503430,Early Access
29445,503430,Adventure
29446,503430,Action
29447,503450,Adventure
29448,503450,RPG
29449,503450,Space
29450,503460,Indie
29451,503460,Cyberpunk
29452,503460,Puzzle
29453,503480,Action
29454,503480,Adventure
29455,503480,RPG
29456,503550,Indie
29457,503550,Action
29458,503550,Adventure
29459,503560,Strategy
29460,503560,Simulation
29461,503560,Management
29462,503580,Action
29463,503580,Horror
29464,503580,VR
29465,503620,Action
29466,503620,RPG
29467,503620,Indie
29468,503630,Adventure
29469,503630,Casual
29470,503630,VR
29471,503650,Adventure
29472,503650,Indie
29473,503650,Point & Click
29474,503680,Early Access
29475,503680,Action
29476,503680,Indie
29477,503690,Action
29478,503690,Indie
29479,503690,VR
29480,503700,Early Access
29481,503700,Action
29482,503700,Indie
29483,503730,Action
29484,503730,Adventure
29485,503730,Indie
29486,503750,Indie
29487,503750,Action
29488,503750,Casual
29489,503770,Early Access
29490,503770,Action
29491,503770,Simulation
29492,503780,Adventure
29493,503780,Indie
29494,503780,Action
29495,503820,Adventure
29496,503820,Indie
29497,503820,Visual Novel
29498,503830,Adventure
29499,503830,RPG
29500,503830,Indie
29501,503860,Puzzle
29502,503860,Indie
29503,503860,Great Soundtrack
29504,503900,Action
29505,503900,Casual
29506,503900,Sports
29507,503940,Strategy
29508,503940,Management
29509,503940,Simulation
29510,503950,Strategy
29511,503950,Indie
29512,503950,Simulation
29513,503960,Casual
29514,503960,Strategy
29515,503960,Indie
29516,503980,Indie
29517,503980,Adventure
29518,503980,Visual Novel
29519,504000,Adventure
29520,504000,Casual
29521,504000,Hidden Object
29522,504010,Early Access
29523,504010,Education
29524,504010,VR
29525,504050,Early Access
29526,504050,Open World
29527,504050,Survival
29528,504090,Indie
29529,504090,Action
29530,504090,4 Player Local
29531,504100,Action
29532,504100,Simulation
29533,504100,Indie
29534,504110,Adventure
29535,504110,RPG
29536,504110,Pixel Graphics
29537,504130,Local Co-Op
29538,504130,Dark Humor
29539,504130,Singleplayer
29540,504210,Programming
29541,504210,Simulation
29542,504210,Puzzle
29543,504230,Platformer
29544,504230,Pixel Graphics
29545,504230,Difficult
29546,504240,Action
29547,504240,Indie
29548,504240,Casual
29549,504260,Indie
29550,504260,Casual
29551,504260,Psychedelic
29552,504280,Simulation
29553,504280,Indie
29554,504280,Strategy
29555,504300,Early Access
29556,504300,Free to Play
29557,504300,Massively Multiplayer
29558,504310,Casual
29559,504310,Indie
29560,504310,Simulation
29561,504370,PvP
29562,504370,Multiplayer
29563,504370,Competitive
29564,504380,Adventure
29565,504380,Indie
29566,504380,RPG
29567,504390,Indie
29568,504390,Visual Novel
29569,504390,Choices Matter
29570,504400,Casual
29571,504400,Indie
29572,504400,Adventure
29573,504410,Nudity
29574,504410,Adventure
29575,504410,Point & Click
29576,504420,Action
29577,504420,Indie
29578,504420,VR
29579,504430,Indie
29580,504430,Action
29581,504430,Adventure
29582,504450,Action
29583,504450,Adventure
29584,504450,Strategy
29585,504460,Early Access
29586,504460,Racing
29587,504460,Co-op
29588,504470,Early Access
29589,504470,Strategy
29590,504470,Action
29591,504490,Action
29592,504490,FPS
29593,504490,Third-Person Shooter
29594,504500,Action
29595,504500,Adventure
29596,504500,Racing
29597,504560,Indie
29598,504560,Casual
29599,504560,Simulation
29600,504610,Action
29601,504610,Indie
29602,504610,Casual
29603,504620,Free to Play
29604,504620,Indie
29605,504620,Strategy
29606,504630,Adventure
29607,504630,VR
29608,504660,RPG
29609,504660,Adventure
29610,504660,Indie
29611,504700,Early Access
29612,504700,Space
29613,504700,Sci-fi
29614,504750,Strategy
29615,504750,Board Game
29616,504750,Turn-Based
29617,504770,Indie
29618,504770,Simulation
29619,504770,Action
29620,504800,Adventure
29621,504800,RPG
29622,504800,Indie
29623,504810,Simulation
29624,504810,Racing
29625,504810,Motocross
29626,504840,Indie
29627,504840,Casual
29628,504840,Puzzle
29629,504850,Action
29630,504850,Indie
29631,504880,Casual
29632,504880,Indie
29633,504880,Action
29634,504920,Indie
29635,504920,Co-op
29636,504920,Adventure
29637,504980,Adventure
29638,504980,Action
29639,504980,FPS
29640,505060,Early Access
29641,505060,Action
29642,505060,Adventure
29643,505070,Adventure
29644,505070,Visual Novel
29645,505070,Otome
29646,505080,Adventure
29647,505080,Otome
29648,505080,Visual Novel
29649,505090,Dating Sim
29650,505090,Adventure
29651,505090,Otome
29652,505110,Action
29653,505110,Adventure
29654,505110,Indie
29655,505120,Simulation
29656,505120,Racing
29657,505120,Sports
29658,505140,Indie
29659,505140,Simulation
29660,505140,Strategy
29661,505170,Action
29662,505170,Gore
29663,505170,Racing
29664,505210,Action
29665,505210,Indie
29666,505210,Casual
29667,505220,Action
29668,505220,Casual
29669,505220,Simulation
29670,505290,Action
29671,505290,Indie
29672,505290,Arcade
29673,505330,Adventure
29674,505330,Casual
29675,505330,Indie
29676,505400,Adventure
29677,505400,Indie
29678,505400,Strategy
29679,505460,Early Access
29680,505460,Strategy
29681,505460,Massively Multiplayer
29682,505550,Early Access
29683,505550,Utilities
29684,505550,Video Production
29685,505630,Action
29686,505630,Gore
29687,505630,Indie
29688,505640,Strategy
29689,505640,Indie
29690,505640,Board Game
29691,505660,Action
29692,505660,Indie
29693,505660,VR
29694,505680,Action
29695,505680,Indie
29696,505680,Gore
29697,505730,Indie
29698,505730,Simulation
29699,505730,Adventure
29700,505750,Free to Play
29701,505750,Simulation
29702,505750,Strategy
29703,505760,Indie
29704,505760,Action
29705,505760,Adventure
29706,506090,Indie
29707,506090,Adventure
29708,506090,Platformer
29709,506140,Free to Play
29710,506140,Simulation
29711,506140,Casual
29712,506150,Action
29713,506150,Indie
29714,506150,Casual
29715,506160,Utilities
29716,506160,Design & Illustration
29717,506160,Video Production
29718,506260,Action
29719,506260,RPG
29720,506260,Dungeon Crawler
29721,506280,Simulation
29722,506280,VR
29723,506470,Action
29724,506470,Indie
29725,506500,Casual
29726,506500,Indie
29727,506500,Action
29728,506510,RPG
29729,506510,Indie
29730,506510,Pixel Graphics
29731,506550,Action
29732,506550,Indie
29733,506550,Racing
29734,506560,Indie
29735,506560,Casual
29736,506570,Early Access
29737,506570,Action
29738,506570,VR
29739,506590,Casual
29740,506590,Indie
29741,506590,Simulation
29742,506610,Horror
29743,506610,Survival Horror
29744,506610,Singleplayer
29745,506670,Casual
29746,506670,Indie
29747,506670,Space
29748,506700,Early Access
29749,506700,Adventure
29750,506700,Pirates
29751,506730,Action
29752,506730,Indie
29753,506730,Dinosaurs
29754,506760,Adventure
29755,506760,Action
29756,506760,Indie
29757,506830,Adventure
29758,506830,Action
29759,506830,Indie
29760,506840,RPG
29761,506840,Indie
29762,506840,Adventure
29763,506870,Indie
29764,506870,RPG
29765,506870,Action
29766,506900,Parkour
29767,506900,First-Person
29768,506900,Adventure
29769,506930,Indie
29770,506930,Casual
29771,506930,Puzzle
29772,506960,Early Access
29773,506960,Simulation
29774,506960,Sports
29775,506980,Early Access
29776,506980,Action
29777,506980,Violent
29778,507010,Memes
29779,507010,Funny
29780,507010,Action
29781,507030,Racing
29782,507030,Sports
29783,507030,Action
29784,507050,Action
29785,507050,Indie
29786,507050,Simulation
29787,507060,Adventure
29788,507060,Indie
29789,507060,Casual
29790,507080,Sports
29791,507080,Simulation
29792,507080,Strategy
29793,507120,Action
29794,507120,Indie
29795,507120,Adventure
29796,507140,Adventure
29797,507140,Casual
29798,507140,Hidden Object
29799,507210,Casual
29800,507210,Simulation
29801,507210,VR
29802,507270,Casual
29803,507270,Indie
29804,507270,Match 3
29805,507300,Strategy
29806,507300,Sports
29807,507300,Simulation
29808,507340,Action
29809,507340,Simulation
29810,507360,Adventure
29811,507360,RPG
29812,507360,Rogue-like
29813,507380,Indie
29814,507380,Casual
29815,507380,Shoot 'Em Up
29816,507390,Indie
29817,507390,Adventure
29818,507390,Walking Simulator
29819,507400,Action
29820,507400,Indie
29821,507400,Violent
29822,507440,Early Access
29823,507440,Simulation
29824,507440,Adventure
29825,507490,Strategy
29826,507490,RTS
29827,507490,Sci-fi
29828,507520,Indie
29829,507520,Casual
29830,507520,Adventure
29831,508140,Indie
29832,508140,Casual
29833,508140,Adventure
29834,508170,Casual
29835,508170,Action
29836,508170,Indie
29837,508180,Action
29838,508180,Casual
29839,508180,Indie
29840,508190,Nudity
29841,508190,Sexual Content
29842,508190,Anime
29843,508200,Casual
29844,508200,Strategy
29845,508200,Indie
29846,508230,Anime
29847,508230,Simulation
29848,508230,Indie
29849,508250,Sports
29850,508260,Nudity
29851,508260,Visual Novel
29852,508260,Adventure
29853,508290,Casual
29854,508290,Indie
29855,508290,Action
29856,508300,Medieval
29857,508300,Strategy
29858,508300,Board Game
29859,508330,RPG
29860,508330,RPGMaker
29861,508330,Fantasy
29862,508350,Early Access
29863,508350,Adventure
29864,508350,RPG
29865,508390,Adventure
29866,508390,Action
29867,508390,Free to Play
29868,508410,Indie
29869,508410,Action
29870,508410,RPG
29871,508440,Early Access
29872,508440,Simulation
29873,508440,Funny
29874,508520,Early Access
29875,508520,Action
29876,508520,Indie
29877,508530,Indie
29878,508530,Sports
29879,508530,Action
29880,508540,Adventure
29881,508540,RPG
29882,508540,Indie
29883,508550,Early Access
29884,508550,Action
29885,508550,Stealth
29886,508580,Simulation
29887,508580,Sports
29888,508580,Strategy
29889,508600,Strategy
29890,508600,Simulation
29891,508600,Action
29892,508610,Action
29893,508610,Indie
29894,508610,Platformer
29895,508630,Action
29896,508630,Indie
29897,508630,Casual
29898,508670,Indie
29899,508670,Action
29900,508670,Simulation
29901,508680,Early Access
29902,508680,Indie
29903,508680,Simulation
29904,508690,Animation & Modeling
29905,508690,Indie
29906,508690,VR
29907,508710,Early Access
29908,508710,Indie
29909,508710,Casual
29910,508730,Action
29911,508730,Adventure
29912,508730,Indie
29913,508740,Indie
29914,508740,Adventure
29915,508740,Female Protagonist
29916,508760,Indie
29917,508760,Casual
29918,508790,Action
29919,508790,Indie
29920,508790,Local Multiplayer
29921,508820,Indie
29922,508820,Casual
29923,508840,Action
29924,508840,Indie
29925,508840,Pixel Graphics
29926,508890,Action
29927,508890,Indie
29928,508890,VR
29929,508900,Casual
29930,508900,Indie
29931,508900,Minimalist
29932,508910,Indie
29933,508910,Pixel Graphics
29934,508930,Racing
29935,508930,Indie
29936,508930,Casual
29937,508940,Action
29938,508940,Indie
29939,508950,Action
29940,508950,Adventure
29941,508950,Indie
29942,508960,Indie
29943,508960,Casual
29944,508960,Puzzle
29945,508980,Racing
29946,508980,Action
29947,508980,Multiplayer
29948,508990,Action
29949,508990,Indie
29950,508990,Arcade
29951,509000,Casual
29952,509000,Indie
29953,509000,Puzzle
29954,509070,Action
29955,509070,Indie
29956,509070,VR
29957,509110,Casual
29958,509110,Indie
29959,509110,Bullet Hell
29960,509130,Simulation
29961,509130,Indie
29962,509130,Racing
29963,509160,Adventure
29964,509160,2D
29965,509170,Casual
29966,509170,Action
29967,509170,Indie
29968,509190,Early Access
29969,509190,Free to Play
29970,509190,Action
29971,509210,Puzzle-Platformer
29972,509210,Action
29973,509210,Casual
29974,509220,Memes
29975,509220,Illuminati
29976,509220,Casual
29977,509230,Adventure
29978,509230,Indie
29979,509230,Horror
29980,509240,Racing
29981,509240,Action
29982,509240,Sports
29983,509250,Indie
29984,509250,Action
29985,509250,Racing
29986,509260,Early Access
29987,509260,Adventure
29988,509260,Action
29989,509290,Indie
29990,509290,Strategy
29991,509290,Simulation
29992,509310,Indie
29993,509310,Casual
29994,509310,VR
29995,509340,Indie
29996,509340,Adventure
29997,509340,VR
29998,509360,Adventure
29999,509360,Simulation
30000,509360,VR
30001,509390,Action
30002,509390,Indie
30003,509390,Casual
30004,509400,Indie
30005,509400,Casual
30006,509400,Music
30007,509420,Free to Play
30008,509420,Sports
30009,509420,Horses
30010,509440,Casual
30011,509440,Indie
30012,509440,Adventure
30013,509450,Casual
30014,509450,Simulation
30015,509530,Early Access
30016,509530,Free to Play
30017,509530,Adventure
30018,509540,Adventure
30019,509540,Indie
30020,509540,VR
30021,509560,Free to Play
30022,509560,RPG
30023,509560,Strategy
30024,509570,RPG
30025,509570,Indie
30026,509570,Action
30027,509580,Early Access
30028,509580,Card Game
30029,509580,Strategy
30030,509600,Strategy
30031,509600,Action
30032,509600,Adventure
30033,509610,Action
30034,509610,Casual
30035,509610,Simulation
30036,509620,Indie
30037,509620,Adventure
30038,509620,Action
30039,509770,Indie
30040,509770,Simulation
30041,509770,Adventure
30042,509780,Action
30043,509780,Indie
30044,509780,Shoot 'Em Up
30045,509800,Nudity
30046,509800,Free to Play
30047,509800,Sexual Content
30048,509820,Indie
30049,509820,Racing
30050,509820,Action
30051,509850,Action
30052,509850,Casual
30053,509850,Indie
30054,509860,Indie
30055,509860,Adventure
30056,509860,Puzzle
30057,509880,Action
30058,509880,Adventure
30059,509880,Indie
30060,509910,RPG
30061,509910,Strategy
30062,509910,Superhero
30063,509920,Adventure
30064,509920,Indie
30065,509920,Point & Click
30066,509930,Action
30067,509930,Indie
30068,509930,Platformer
30069,509960,Action
30070,509960,Indie
30071,509960,Casual
30072,509980,Early Access
30073,509980,Multiplayer
30074,509980,Horror
30075,509990,Indie
30076,509990,Casual
30077,509990,Simulation
30078,510000,Early Access
30079,510000,Free to Play
30080,510000,Action
30081,510040,Casual
30082,510040,Adventure
30083,510040,Indie
30084,510050,Free to Play
30085,510050,Indie
30086,510050,Platformer
30087,510060,Early Access
30088,510060,Action
30089,510060,Indie
30090,510070,Action
30091,510070,Indie
30092,510070,Casual
30093,510080,Early Access
30094,510080,Indie
30095,510080,Sports
30096,510110,Strategy
30097,510110,Casual
30098,510110,Simulation
30099,510130,Casual
30100,510130,Indie
30101,510130,Simulation
30102,510180,Strategy
30103,510180,Action
30104,510220,Strategy
30105,510220,RPG
30106,510220,Turn-Based
30107,510240,Indie
30108,510240,Action
30109,510240,Adventure
30110,510250,Action
30111,510250,Casual
30112,510250,Adventure
30113,510280,Indie
30114,510280,Adventure
30115,510280,Platformer
30116,510290,Action
30117,510290,VR
30118,510320,Simulation
30119,510320,Strategy
30120,510320,Board Game
30121,510330,Indie
30122,510330,Platformer
30123,510330,Arcade
30124,510360,Early Access
30125,510360,Action
30126,510360,Indie
30127,510380,Casual
30128,510380,Strategy
30129,510380,Indie
30130,510390,Adventure
30131,510390,Indie
30132,510390,VR
30133,510410,Early Access
30134,510410,Action
30135,510410,Adventure
30136,510420,Indie
30137,510420,Singleplayer
30138,510420,Mystery
30139,510490,Action
30140,510490,Adventure
30141,510490,Indie
30142,510500,Early Access
30143,510500,Strategy
30144,510500,RTS
30145,510510,Sports
30146,510510,Wrestling
30147,510510,Simulation
30148,510520,Adventure
30149,510520,Indie
30150,510520,Story Rich
30151,510540,Early Access
30152,510540,RPG
30153,510540,Indie
30154,510550,Strategy
30155,510550,Turn-Based
30156,510550,Board Game
30157,510570,Indie
30158,510570,Adventure
30159,510570,Horror
30160,510590,Adventure
30161,510590,Horror
30162,510590,Classic
30163,510620,Action
30164,510620,Indie
30165,510620,Minimalist
30166,510630,Free to Play
30167,510630,Sports
30168,510630,Strategy
30169,510650,Adventure
30170,510650,Casual
30171,510650,Hidden Object
30172,510660,Nudity
30173,510660,Sexual Content
30174,510660,Mature
30175,510680,Adventure
30176,510680,Indie
30177,510680,Visual Novel
30178,510700,Strategy
30179,510700,Action
30180,510700,Indie
30181,510710,Strategy
30182,510710,Indie
30183,510710,Casual
30184,510730,Action
30185,510730,Indie
30186,510730,Magic
30187,510740,Indie
30188,510740,Casual
30189,510740,Simulation
30190,510750,Free to Play
30191,510750,Casual
30192,510750,Visual Novel
30193,510780,Strategy
30194,510780,Turn-Based
30195,510780,Procedural Generation
30196,510790,Free to Play
30197,510790,RPG
30198,510790,Adventure
30199,510830,Action
30200,510830,Indie
30201,510830,Adventure
30202,510840,Massively Multiplayer
30203,510840,Action
30204,510840,Indie
30205,510850,Simulation
30206,510850,Mars
30207,510850,Space
30208,510910,Adventure
30209,510910,Indie
30210,510910,Action-Adventure
30211,510930,Early Access
30212,510930,Action
30213,510930,Indie
30214,510960,Strategy
30215,510960,Indie
30216,510960,Casual
30217,510990,Action
30218,510990,Casual
30219,510990,RPG
30220,511010,Action
30221,511010,Adventure
30222,511010,RPG
30223,511070,Strategy
30224,511070,Indie
30225,511070,Casual
30226,511090,Early Access
30227,511090,Indie
30228,511090,Puzzle
30229,511120,Action
30230,511120,Adventure
30231,511120,Indie
30232,511140,Casual
30233,511140,Adventure
30234,511140,Hidden Object
30235,511160,Action
30236,511160,Indie
30237,511160,Adventure
30238,511190,Action
30239,511190,Indie
30240,511190,Horror
30241,511230,Action
30242,511230,Adventure
30243,511230,Indie
30244,511250,Adventure
30245,511250,Indie
30246,511250,Action
30247,511320,Adventure
30248,511320,Visual Novel
30249,511320,Indie
30250,511330,Casual
30251,511330,Indie
30252,511330,Adventure
