appid,genres
705420,Action;Casual;Indie;Simulation;Strategy
705430,Action;Casual;Indie;Simulation;Strategy
705440,Action;Casual;Indie;Simulation
705450,Action;Adventure;Indie
705500,Casual;Indie;Simulation;Strategy
705530,Action;Indie
705550,Adventure;Indie
705610,Nudity;Violent;Action;Indie;RPG
705620,Action;Indie
705640,Indie;Strategy
705670,Action;Casual;Indie
705710,Violent;Gore;Action;Indie
705740,Action;Casual;Indie
705750,Strategy
705780,Action;Indie
705800,Action;Indie
705810,Free to Play;Indie;Massively Multiplayer;Strategy
705840,Violent;Gore;Action;Casual;Indie
705860,Casual;Early Access
705870,Adventure;Casual;Indie
705920,Indie;Early Access
705930,Adventure
706010,Action;Casual;Indie;RPG;Strategy;Early Access
706020,RPG;Early Access
706030,Casual;Indie;Simulation
706130,Casual;Indie
706200,Casual;Indie
706210,Action;Casual;Indie
706240,Action;Adventure;Casual;Indie
706270,Action;Adventure;Casual;Indie
706280,Indie
706320,Action;Casual;Indie;Simulation;Strategy
706330,Action;Casual;Indie;Simulation;Strategy
706350,Indie;RPG
706370,Casual;Indie;Strategy
706380,Casual;Indie;Strategy
706390,Casual;Indie;Strategy
706490,Adventure;Casual;Indie
706510,Action;Casual;Indie
706560,Indie;RPG
706570,Action;Adventure;Casual;Indie;Early Access
706690,Action;Indie
706710,Adventure;Indie;Early Access
706840,Adventure;Indie
706880,Casual;Indie;Strategy
706920,Indie;Strategy
706960,Action;Casual;Indie
706990,Action;Free to Play;Indie
707000,Casual;Indie
707010,Action;Indie;Massively Multiplayer;RPG;Early Access
707060,Action;Adventure;RPG
707110,Adventure
707140,Casual;Indie;Simulation;Sports;Strategy
707220,Indie;Strategy
707230,Action;Casual;Indie
707300,Action
707320,Action;Indie
707350,Action
707370,Action;Casual;Indie;Simulation;Strategy
707380,Casual;Simulation
707400,Action;Adventure;Indie;Early Access
707450,Strategy
707470,Action;Casual;Indie
707560,Violent;Action;Adventure;Indie
707580,Indie
707590,Casual;Strategy;Early Access
707610,Adventure;Casual;Indie;Sports;Strategy
707680,Free to Play;Indie;Sports
707720,Action;Adventure;Casual;Indie;RPG;Strategy
707750,Casual;Simulation
707770,Action;Simulation;Strategy
707850,Adventure;Casual;Indie;Strategy
707860,Indie;Simulation;Strategy;Early Access
707870,Adventure;Casual;Indie
707920,Adventure;Casual;Indie
707960,Adventure;Casual;Indie
708100,Action;Casual;Free to Play;Indie
708120,Animation & Modeling;Design & Illustration;Utilities;Early Access
708140,Action;Casual;Indie
708150,Casual;Strategy
708160,Adventure;Indie
708190,Indie
708260,Action;Casual;Indie
708280,Action;Adventure;Casual;Strategy
708300,Casual;Indie
708310,Adventure;Indie;RPG;Simulation;Early Access
708340,Action;Casual;Indie;Simulation
708370,Violent;Gore;Action;Adventure
708430,Adventure;Indie
708450,Violent;Gore;Action;Adventure;Indie;RPG
708480,Action;Adventure;Indie
708510,Action;Casual;Free to Play;Indie;Massively Multiplayer
708580,Action;Adventure;Casual;Simulation
708630,Adventure
708640,Indie;RPG;Simulation
708680,Action;Adventure;Casual;Free to Play;Indie;Early Access
708710,Action;Casual;Indie
708760,Casual;Indie;Simulation;Sports;Strategy
708780,Casual;Indie
708790,Adventure;Casual;Indie;RPG;Strategy
708800,Action;Indie
708820,Action;Adventure;Casual;Indie;RPG;Simulation
708830,Action;Indie
708850,Casual;Indie
708870,Action;Adventure;Indie
708890,Action;Casual;Indie;Early Access
708920,Action;Indie
708930,Casual;Massively Multiplayer;Simulation;Strategy
708940,Action;Adventure;Casual;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy
708950,Indie;RPG;Strategy
708970,Action;Adventure;Casual;Indie;RPG;Early Access
709020,Action;Adventure;Simulation
709050,Sexual Content;Gore;Adventure;Indie
709080,Adventure;Free to Play;Indie
709140,Action;Adventure;Casual;Indie
709190,Casual;Indie;Strategy
709220,Action;Adventure;Casual;Indie
709240,Indie;Simulation;Strategy;Early Access
709250,Action;Adventure;Casual;Indie;Simulation;Strategy
709280,Action;Indie;Simulation
709290,Adventure;Indie;RPG;Strategy
709340,Adventure;Casual
709350,Adventure;Casual
709370,Violent;Action;Indie;Simulation
709400,Action;Casual;Indie;Racing
709410,Adventure;Casual;Indie;RPG;Strategy
709430,Casual;Indie;Simulation
709440,Action;Indie
709450,Adventure;Casual;Free to Play;Indie;RPG
709470,Adventure;Casual;Indie;Strategy
709480,Casual
709510,Adventure;Casual;Indie;RPG;Strategy
709520,Action;Casual;Indie
709550,Casual;Indie;Strategy
709560,Indie
709620,Action;Adventure;Indie
709630,Adventure;Indie
709670,Indie;RPG;Strategy
709700,Action;Adventure;Indie
709720,Action;Casual
709750,Action;Indie
709770,Casual;Indie;Simulation
709780,Adventure;Casual;Indie;Simulation
709790,Action;Indie
709800,Violent;Gore;Action;Adventure;Casual;Indie;Racing;Sports
709820,Action;Casual;Indie;Early Access
709840,Violent;Gore;Action;Indie;Simulation
709850,Sexual Content;Nudity;Violent;Gore;RPG;Early Access
709870,Violent;Gore;Action;Indie;Simulation
709880,Indie;Simulation;Strategy
709890,Action;Adventure;Casual;Indie
709920,Indie
709940,Adventure;Casual;Indie;Strategy
710030,Action;Indie
710070,Violent;Gore;Adventure;Indie
710090,Violent;Action;Free to Play;Indie
710110,Action;Casual;Indie;Simulation;Strategy
710120,Action;Casual;Indie;Simulation;Strategy
710160,Indie
710170,Action;Indie;RPG
710190,Casual;Indie
710240,Action;Adventure;Indie;Early Access
710250,Indie;Racing;Early Access
710270,Action;Adventure;Casual;Indie;Simulation
710280,Casual;Indie;Simulation
710310,Casual;Indie;Sports
710400,Adventure;Indie
710470,Action;Adventure;RPG
710480,Action;Adventure;Casual;Indie
710520,Action;Adventure;Indie
710540,Action;Indie;Racing;Simulation
710550,Indie
710610,Adventure;Casual;Indie;RPG
710630,Action;Indie
710640,Casual;Racing;Simulation
710690,Action;Adventure;Indie
710700,Casual
710740,Action
710760,Action;Adventure;Simulation
710780,Action;Casual;Indie
710820,Adventure;Indie
710880,Indie;Strategy
710940,Casual;Indie;Simulation
710950,Casual;Indie;Simulation
710960,Action;Indie
710970,Casual;Indie
710990,Casual;Indie;Simulation;Sports
711000,Action;Indie;Strategy
711010,Adventure;Casual;Indie;Simulation;Sports;Strategy
711050,Violent;Action;Indie;RPG;Strategy
711070,Casual;Indie
711080,Casual;Indie
711090,Casual;Indie
711100,Casual;Indie
711110,Casual;Indie
711120,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
711130,Casual;Indie
711140,RPG
711150,Indie
711210,Casual;Indie;Simulation
711230,Action;Adventure;RPG
711240,Adventure;Indie;RPG
711260,Action;Indie
711300,Action;Indie;Early Access
711310,Action;Adventure;Casual;Indie
711320,Action;Adventure;Casual;Indie;Simulation
711330,Adventure;Indie;RPG
711350,Adventure;Indie;RPG
711390,Action;Adventure;Free to Play;Indie
711430,Adventure;Casual;Indie
711440,Action;Casual;Indie;Strategy;Early Access
711450,Action;Adventure;Casual;Indie
711460,Action;Adventure;Indie;RPG;Strategy
711480,Action;Adventure
711530,Casual
711550,Action;Adventure;Casual;Indie
711560,Action;Indie
711570,Violent;Action;Adventure;Indie;Simulation;Strategy
711640,Violent;Gore;Action;Indie
711660,Adventure;Casual;Indie
711690,Casual;Free to Play;Indie
711700,Action;Adventure;Casual;Indie;Massively Multiplayer
711710,Action;Adventure;Indie;RPG;Strategy
711720,Adventure;Casual;Indie
711750,Racing;Simulation;Sports
711770,Casual;Simulation;Strategy
711810,Action;Adventure;Free to Play;Indie;RPG;Simulation;Early Access
711890,Adventure;Casual
711920,Adventure;Casual;Indie
711930,Action;Adventure;Casual;Indie
711970,Casual;Indie;Strategy
711990,Adventure;Indie;RPG
712000,Indie;Strategy
712010,Action;Adventure;RPG
712050,Adventure;Casual;Indie
712070,Adventure;RPG
712090,Violent;Gore;Action;Casual;Indie;Strategy;Early Access
712100,Action;Strategy
712150,Action;Casual;Indie;Simulation;Strategy;Early Access
712180,Action;Indie
712210,Action;Casual;Indie
712230,Indie;Massively Multiplayer;Strategy
712240,Action;Adventure;Casual;Indie
712380,Casual;Indie
712390,Sexual Content;Free to Play;Indie;RPG
712410,Casual
712430,Action;Indie
712530,Adventure;Indie
712610,Adventure;Indie
712620,Adventure;Indie
712650,Action;Indie;Simulation;Strategy
712660,Adventure;Indie
712700,Action;Casual;Indie
712730,Adventure;Indie;Simulation
712760,Action;Indie
712770,Action;Free to Play;Indie
712790,Adventure;Casual;Indie
712810,Action;Adventure;Indie
712840,Adventure;Indie;RPG
712870,Action;Casual;Indie
712890,Indie
712970,Simulation;Strategy
712980,Adventure;Indie
713010,Casual;Indie;Strategy;Early Access
713030,Action;Casual;Indie;Sports
713050,Casual;Indie
713060,Adventure;Casual;Free to Play
713070,Action
713080,Adventure;Indie
713090,Action;Indie
713100,Casual;Indie;Simulation;Strategy
713160,Action;Adventure;Indie
713170,Casual;Indie;Simulation
713180,Adventure;Casual;Indie;RPG
713220,Action;Adventure;Casual;Indie
713230,Racing;Simulation;Sports;Early Access
713260,Indie;RPG
713310,Action;Indie
713320,Adventure
713340,Action;Adventure;Indie;Strategy
713380,Action;Adventure;Casual;Indie;Early Access
713390,Adventure;Casual;Indie
713420,Action;Adventure
713430,Casual;Indie
713440,Action;Indie;Strategy;Early Access
713450,Action
713460,Casual;Indie;Simulation;Early Access
713500,Racing;Simulation;Sports;Early Access
713530,Action;Indie;RPG
713540,Indie
713570,Casual;Indie;Racing
713580,Casual;Indie;Racing
713590,Adventure;Casual;Indie
713600,Action;Adventure;Casual;Indie;Simulation
713610,Adventure;Casual;Indie;Racing;Simulation;Sports;Early Access
713650,Sexual Content;Adventure;Free to Play;Indie
713680,Casual;Indie
713780,Casual;Indie;Simulation
713800,Action;Casual;Indie;Simulation;Early Access
713830,Casual;Indie
713840,Indie;Strategy
713860,Sexual Content;Nudity;Violent;Adventure;Casual
713920,Indie
713940,Action;Indie
713950,Action;Casual;Indie
713980,Sexual Content;Nudity;Indie;RPG;Simulation
714010,Action;Adventure;Casual;Free to Play;Indie;Simulation;Early Access
714020,Adventure;Free to Play;Indie;RPG;Early Access
714060,Action;Adventure;Indie;Early Access
714080,Action
714130,Adventure;Indie
714240,Action;Indie
714250,Action;Adventure;Indie;RPG
714280,Action;Adventure;Casual;Indie
714290,Action;Casual;Indie
714300,Adventure;Indie;Strategy
714360,Adventure;Casual;Indie
714370,Action
714530,Adventure;Indie
714570,Adventure;Casual;Indie;Strategy
714580,Adventure;Free to Play
714610,Adventure;Free to Play
714620,Casual;Indie
714640,Action;Casual;Indie;Simulation
714670,Action;Adventure;Casual;Indie;Simulation
714730,Adventure;Casual;Indie;RPG
714780,Adventure;Free to Play
714800,Casual
714840,Action;Casual;Indie
714880,Action;Adventure;Casual;Indie;Massively Multiplayer;Strategy
714910,Indie;Simulation
714970,Violent;Adventure;Free to Play;Indie
714980,Indie
715010,Action;Casual;Indie
715050,Casual;Indie;Simulation
715060,Action;Casual;Indie
715090,Adventure;Casual
715100,Action;Indie
715210,Action;Casual;Indie
715270,Strategy
715280,Strategy
715290,Action;Adventure;Indie
715310,Action;Free to Play;Massively Multiplayer;Strategy
715350,Action;Adventure;Casual;Indie;Simulation;Strategy
715370,Action;Adventure;Casual;Indie;Simulation;Sports;Strategy
715410,Violent;Gore;Action;Adventure;Indie;RPG;Early Access
715430,Action;Indie
715440,Adventure;Indie;RPG
715460,Indie;Strategy
715470,Adventure;Indie
715490,Adventure;Indie
715510,Adventure;Casual;Free to Play;Indie
715520,Casual;Indie;Simulation;Strategy
715560,Adventure;Indie
715580,Sexual Content;Nudity;Adventure;Casual
715650,Adventure;Casual;Indie;RPG
715660,Violent;Gore;Action;Adventure;Indie;RPG;Early Access
715670,Utilities
715690,Violent;Gore;Action;Indie
715720,Action;Adventure;Casual;Indie
715760,Simulation
715800,Strategy
715840,Casual;Indie
715980,Adventure;Casual;Indie;Simulation
715990,Action;Indie
716000,Action;Indie
716010,Casual;Indie;Strategy
716040,Action;Casual;Indie;Early Access
716050,Violent;Gore;Action;Adventure;Indie;RPG;Strategy
716070,Casual;Indie
716090,Casual;Strategy
716100,Casual;Strategy
716150,Action;Adventure;Indie
716190,Casual
716230,Action;Casual;Indie;Strategy
716240,Adventure;Indie
716250,Action;Casual;Indie;Early Access
716260,Action;Adventure;Free to Play;Indie
716310,Casual;Indie
716330,Violent;Casual;Indie
716340,Adventure;Indie
716360,Casual
716370,Indie
716380,Casual;Indie;Simulation;Early Access
716400,Gore;Action
716480,Action;Indie
716490,Indie;Simulation
716560,Action;Casual;Indie
716600,Indie;Racing;Sports
716630,Strategy
716640,Indie;Simulation;Strategy;Early Access
716650,Adventure;Casual;Indie
716680,Action;Adventure;Indie;Racing;Sports
716710,Action;Indie
716750,Action;Indie
716760,Action;Adventure;Indie
716770,Indie;Strategy
716850,Adventure;Casual;Indie;Strategy
716870,Casual;Indie
716890,Action;Indie
716900,Adventure
716920,Casual
716940,Casual;Indie;Racing
716950,Action;Adventure;Free to Play;RPG;Early Access
717000,Action;Casual;Indie
717020,Adventure;Indie;Simulation;Strategy;Early Access
717040,Violent;Action
717050,Action;Free to Play
717060,Action;Indie
717070,Action;Indie
717120,Action;Adventure
717170,Action;Indie
717190,Action;Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy
717200,Action;Adventure;Indie
717240,Action;Adventure;Casual;Indie;Strategy;Early Access
717310,Adventure;Indie;RPG
717330,Action;Adventure;Casual;Indie
717370,Casual;Indie;Simulation;Strategy
717380,Adventure;Indie;RPG;Simulation
717400,Adventure;Indie
717450,Adventure;Casual;Indie
717540,Action;Indie;Early Access
717610,Adventure;Indie
717640,Casual;Indie;Simulation
717670,Indie
717680,Action;Indie;Racing;Early Access
717710,Action;Adventure;Indie;RPG
717720,Action;Adventure;Strategy
717760,Action;Adventure;Indie;Early Access
717780,Action;Adventure;Casual;Indie;Racing
717790,Action;Adventure;Indie;Simulation;Early Access
717820,Action;Indie
717830,Adventure;Casual;Indie
717840,Action;Casual;Indie
717850,Casual;Indie;Simulation
717940,Action;Adventure;Indie
717950,Casual
717960,Indie
717980,Adventure;Indie;RPG
717990,Action;Casual;Free to Play;Indie
718010,Action;Adventure;Indie
718020,Action;Casual;Indie;Racing;Sports;Early Access
718030,Action;Indie
718040,Action
718070,Violent;Gore;Action;Adventure;Indie;Early Access
718080,Casual;Indie
718090,Action;Adventure;Indie;RPG
718120,Action;Adventure;Casual;Indie
718140,Action;Casual;Indie;Simulation
718180,Action;Indie
718200,Adventure;Indie;RPG
718210,Violent;Casual;RPG;Simulation;Strategy
718220,Indie
718240,Indie;Simulation;Strategy
718250,Action;Casual;Indie
718270,Action;Casual;Indie
718310,Free to Play;Indie;Massively Multiplayer;RPG;Strategy
718320,Adventure;Casual;Indie
718330,Casual;Indie
718350,Adventure;Casual;Indie;Simulation;Strategy
718360,Action;Casual;Indie;Simulation;Strategy
718370,Casual;Indie
718380,Action;Indie;Sports
718410,Action;Simulation;Sports
718470,Casual;Indie
718490,Casual;Indie;Strategy
718500,Action;Casual;Free to Play;Indie
718530,Violent;Gore;Action;Adventure;Casual
718540,Action;Adventure;Indie;RPG;Simulation
718560,Strategy
718590,Action;Adventure;Indie;RPG
718650,Indie;Simulation;Strategy
718660,Casual;Indie
718670,Indie;RPG;Simulation
718680,Casual;Indie
718710,Simulation;Strategy
718720,Violent;Gore;Action;Indie
718730,Violent;Action;Casual;Indie
718740,Adventure;Indie;Racing
718810,Free to Play;Massively Multiplayer;Early Access
718830,RPG
718840,Casual;Indie;Strategy
718910,Action;Indie
718920,Casual;Indie
718940,Casual;Free to Play;RPG
718960,Action;Indie
718970,Indie
718980,Action;Adventure;Indie;Strategy
718990,Action;Simulation;Strategy
719070,Action
719080,Action;Adventure;Casual;Indie;Simulation
719090,Casual;Indie
719100,Casual;Indie
719110,Action;Adventure;Indie
719120,Indie
719130,Casual;Indie
719140,Casual
719180,Action;Indie
719200,Action;Indie;Massively Multiplayer;Strategy;Early Access
719210,Adventure;Indie
719250,Casual;Indie;Sports
719280,Action;Casual;Indie
719290,Action;Adventure
719300,Action;Adventure;RPG
719310,Simulation;Strategy
719320,Adventure;Simulation;Strategy
719350,Action;Adventure;Indie
719370,Action
719410,Action;Casual;Indie;Simulation;Sports
719430,Adventure;Indie;RPG
719460,Action;Casual;Indie;Simulation;Strategy
719470,Nudity;Adventure;Indie;Early Access
719540,Sports
719550,Casual;Indie
719590,Action;Adventure;Casual;Indie;Simulation;Strategy;Early Access
719600,Casual;Simulation
719640,Free to Play;Massively Multiplayer;Strategy
719660,Adventure;Casual;Indie;RPG
719720,Action;Casual;Free to Play
719730,Casual;Free to Play
719740,Action;Indie;Racing
719750,Indie
719800,Action;Indie
719830,Adventure;Indie;Racing;Simulation;Early Access
719840,Action;Casual;Indie
719890,Adventure;Indie;Massively Multiplayer;Simulation;Early Access
719970,Indie;Massively Multiplayer;Simulation;Sports;Early Access
720000,Indie;Strategy
720020,Action;Adventure;Indie
720030,Adventure;Indie
720040,Casual;Indie;Simulation;Strategy
720060,Indie;Simulation;Strategy
720150,Nudity;Action;Casual;Indie
720200,Adventure;Indie;RPG
720240,Sexual Content;Nudity;Adventure;Indie;Simulation;Strategy
720250,Sexual Content;Nudity;Violent;Indie;Simulation;Strategy
720270,Indie;Simulation;Strategy
720280,Sexual Content;Nudity;Adventure;Casual;Indie
720290,Adventure;Casual;Indie
720300,Adventure;Free to Play;Indie
720310,Gore;Action
720320,Action;Adventure;Casual;Indie;RPG;Strategy
720470,Adventure;Casual;Indie;Simulation
720480,Action;Casual;Indie;Racing
720510,Action;Simulation;Early Access
720600,Casual
720630,Indie
720640,Adventure;Indie
720670,Casual
720730,Gore;Adventure;Indie
720840,Casual;Indie;Strategy
720850,Action;Indie;Early Access
720940,Adventure;Indie
721010,RPG
721030,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG
721080,Action;Casual;Indie
721090,Video Production
721190,Indie;Simulation
721300,Violent;Gore;Adventure;Indie;RPG
721350,Adventure;Indie
721380,Casual;Indie;Strategy
721390,Indie
721400,Action;Casual;Sports
721420,Casual;Indie
721430,Casual;Indie
721470,Casual;Indie
721480,Indie;Simulation;Sports
721510,Violent;Action
721540,Action;Adventure;Casual;Indie;RPG;Early Access
721670,Action;Adventure;Casual;Indie;Racing;Simulation;Sports;Strategy
721740,Adventure;Casual;Indie;Simulation
721760,Adventure;Indie;RPG
721890,Action
721940,Casual;Indie
721950,Action
721960,Violent;Gore;Indie;Sports
722010,Indie
722020,Casual;Indie
722040,Action;Indie
722050,Action;Casual;Indie;Racing
722060,Indie;Strategy
722070,Action
722080,Action;Casual;Indie
722180,Action;Adventure;Indie;Simulation;Early Access
722190,Simulation
722210,Adventure;Casual;Indie;Strategy
722220,Action;Adventure;Casual;Indie
722230,Violent;Action;Adventure
722240,Action;Casual;Indie
722250,Casual;Indie
722290,Action;Adventure;Casual;Indie;Early Access
722330,Casual;Indie;Simulation
722340,Action;Adventure;Indie;Strategy
722350,Action;Adventure;Indie;RPG;Simulation
722370,Action;Casual;Indie;Sports
722410,Adventure;Indie;RPG
722540,Casual;Simulation;Early Access
722570,Violent;Action;Casual
722580,Action;Adventure;Casual;Indie;RPG
722590,Adventure;Casual
722600,Adventure;Indie;RPG
722620,Action;Indie;Early Access
722660,Indie;Simulation;Strategy;Early Access
722670,Indie;Simulation;Strategy;Early Access
722680,Casual;Indie
722730,Adventure;Indie;RPG;Strategy;Early Access
722750,Violent;Gore
722760,Adventure;Casual
722810,Casual;Indie
722870,Adventure;Indie
722890,Casual;Indie
722910,Casual
722920,Indie;Strategy;Early Access
722940,Action;Adventure;Casual;Indie;RPG
722960,Action;Adventure;Indie;Massively Multiplayer;Simulation
722990,Casual;Indie;RPG;Strategy
723020,Action;Adventure;Indie;RPG;Simulation;Early Access
723060,Action;Casual;Indie
723070,Action;Adventure;Indie;RPG
723090,RPG
723100,Indie;Racing;Simulation
723110,Action;Indie
723180,Adventure;Casual;Indie
723190,Violent;Action;Adventure;Casual;Simulation;Strategy
723270,Adventure;Casual;Indie
723350,Action;Indie
723380,Violent;Gore;Action
723390,Violent;Action;Adventure
723420,Action;Adventure;Free to Play;RPG;Simulation;Early Access
723450,Casual;Indie;Simulation
723500,Action;Adventure;Indie
723510,Action;Adventure;Simulation
723540,Gore;Action;Adventure;Indie
723600,Casual;Indie
723610,Casual;Free to Play;Indie;Sports
723760,Adventure;Indie
723780,Action;Adventure;Free to Play
723790,Action;Adventure;Free to Play;Indie;Simulation;Strategy
723810,Action;Adventure;Early Access
723820,Casual;Indie
723830,Action;Adventure;Indie
723880,Action;Adventure;Indie
723890,Casual;Indie;Simulation
723930,Adventure;Casual
723940,Adventure;Casual
723950,Adventure;Casual
724010,Indie
724030,Indie
724070,Utilities;Early Access
724080,RPG
724090,Indie;Simulation;Strategy;Early Access
724110,Indie;Strategy
724120,Action;Casual;Indie
724130,Action;Casual;Indie
724180,Casual;Free to Play;Indie
724250,Simulation
724280,Action;Casual;Free to Play;Indie;Simulation;Strategy
724300,Action;Indie;Early Access
724310,Simulation
724340,Casual;Indie;Strategy
724350,Action;Casual;Indie
724390,Action;Indie
724430,Violent;Gore;Action;Indie;Simulation
724470,Indie;Strategy
724480,Sports
724490,Action;Adventure;Indie
724510,Indie;Simulation;Strategy
724520,RPG
724580,Casual;Indie;Simulation;Strategy
724600,Action;Indie
724630,Adventure;Indie;Simulation
724640,Casual;Indie;Simulation
724710,Action;Indie
724740,Casual;Indie;Strategy
724750,Adventure;Indie
724760,Action;Indie
724870,Action;Free to Play;Indie
724900,Action;Adventure;Indie
724910,Casual
724920,Action;Casual;Indie
724940,Nudity;Violent;Adventure;Casual;Indie;Simulation
724950,Violent;Action;Indie;Early Access
724970,RPG
724980,Action;Indie
725020,Indie
725040,Indie;RPG
725080,Casual;Indie
725110,Action;Casual;Indie
725120,Indie;Simulation
725140,Adventure;Indie
725170,Casual;Indie
725280,Action;Adventure;Indie;Simulation
725320,Casual;Indie;Simulation;Sports
725340,Casual;Free to Play;Indie;Strategy
725370,Violent;Casual;Indie;Strategy
725380,Action;Indie
725410,Adventure;Indie;RPG
725430,Action;Adventure;Casual;Indie;RPG;Early Access
725480,Action;Indie;Early Access
725490,Action;Adventure;Indie
725500,Adventure;Indie
725510,Casual;Free to Play;Indie;Simulation
725540,Strategy
725550,Action;Indie;Early Access
725620,Action;Early Access
725640,Indie
725660,Action;Indie
725680,Casual;Indie
725780,Adventure;Indie
725910,Casual;Indie
725920,Simulation
725950,Gore;Action
725960,Casual;Indie;Simulation;Sports;Early Access
725970,Action;Adventure;Indie;RPG;Sports
725980,Adventure;Free to Play
726000,Action;Indie;Simulation;Strategy;Early Access
726020,Action;Indie
726030,Casual;Indie;Simulation;Strategy
726040,Casual;Indie
726060,Action;Adventure;Simulation
726070,Adventure;Casual;Indie;Simulation
726120,Adventure;Casual;Indie;RPG
726160,Indie
726170,Action;Casual;Indie
726200,Adventure;Casual;Indie
726230,Adventure;Indie;RPG
726250,Action;Adventure;Indie;Early Access
726260,Action;Indie
726300,Action;Casual;Indie
726320,Adventure;Indie
726330,Action;Indie
726340,Action;Adventure;Indie
726360,Action;Adventure;Indie;Early Access
726390,Casual;Free to Play
726430,Adventure;Indie
726460,Adventure;Indie;RPG
726500,Adventure;Indie
726510,Action;Indie
726520,Casual;Indie;Simulation
726570,Violent;Gore;Action;Adventure;Indie;RPG
726580,Casual;Indie;Simulation;Sports;Early Access
726590,Sports
726600,Indie;Racing;Sports
726610,Casual;Indie;Early Access
726620,Action;Casual;Simulation
726630,Strategy
726710,Action;Racing
726720,Indie
726760,Nudity;Adventure;Casual;Indie
726800,Action;Indie;Early Access
726810,Action;Casual;Indie
726820,Adventure;Indie;Early Access
726830,Action;Adventure;Simulation
726840,Indie;Simulation;Strategy;Early Access
726870,Adventure;Indie
726880,Action;Adventure;Simulation;Strategy;Early Access
726910,Adventure;Casual;Free to Play
726950,RPG
726990,Indie;RPG
727010,Action;Casual;Indie;RPG
727020,Indie
727060,Adventure;Indie
727070,Indie
727090,Indie;RPG;Strategy
727100,Action;Indie;Strategy
727110,Adventure;Indie
727140,Casual;Indie
727150,Action;Indie
727170,Violent;Gore;Action;Adventure;Indie
727180,Adventure;Casual;Indie;Racing;RPG;Simulation;Strategy
727190,Action;Adventure;Indie;Simulation
727200,Casual;Indie;Strategy
727220,Adventure;Casual;RPG
727280,Action;Free to Play;Indie
727290,Indie;RPG
727310,Action;Free to Play;Indie
727320,Action;Indie
727330,Violent;Gore;Action;Indie;Early Access
727340,Adventure;Casual;Indie
727390,Action;Casual;Indie;Simulation
727420,Action;Casual;Indie
727430,Action;Adventure
727460,Indie;RPG;Strategy;Early Access
727480,Casual;Indie
727490,Action;Indie
727510,Action;Adventure;Indie;RPG
727530,Adventure;Indie
727540,Action;Adventure;Casual;Indie
727550,Adventure;Indie
727560,Action;Adventure;Casual;Indie
727570,Indie;Simulation;Strategy;Early Access
727610,Sexual Content;Casual;Indie
727640,Indie;Simulation
727680,Gore;Adventure;Indie
727720,Adventure;Indie
727730,Adventure;Indie
727760,Adventure;Indie;Strategy
727790,Action
727800,Action
727830,RPG
727850,Action;Indie;Early Access
727860,Casual;Indie;Massively Multiplayer;Strategy
727900,Adventure;Simulation;Strategy
727910,Adventure;Simulation
727970,Action;Indie
728020,Adventure;Indie
728050,Action;Adventure;Indie;RPG;Strategy;Early Access
728070,Adventure;Indie;Simulation
728090,Action;Adventure;Indie;Early Access
728110,Casual;Free to Play;Indie;Early Access
728150,Indie;Racing
728220,Action;Adventure;Indie;RPG
728240,Action;Adventure;RPG
728420,Adventure;Indie
728440,Casual;Indie
728540,Action;Indie;Early Access
728610,Action;Indie;Early Access
728620,Casual;Racing
728630,Action;Casual;Indie;Early Access
728650,Adventure;Casual;Indie
728660,Action;Adventure;Indie
728670,Casual;Indie
728710,Action;Indie
728730,Casual;Free to Play;Indie;Simulation;Strategy
728830,Violent;Action;Adventure;Indie
728870,Adventure;Casual;Indie
728880,Action;Casual;Indie
728950,Sexual Content;Nudity;Violent;Gore;Action;Casual
728990,Casual;Indie;Racing
729030,Action;Adventure;Indie;Early Access
729040,Action;RPG
729050,Casual;Indie;Simulation;Sports;Early Access
729060,Action;Adventure;Indie
729090,Violent;Action;Adventure;Indie
729130,Casual;Indie
729170,Action;Casual;Indie;Simulation
729180,Action;Casual;Indie
729190,Action;Indie
729220,Action;Adventure;Indie
729300,Violent;Gore;Indie
729310,Indie;Simulation;Sports;Strategy
729320,Sexual Content;Indie
729330,Sexual Content;Nudity;Casual;Indie
729340,Casual;Indie
729370,Adventure;Indie
729390,Action;Indie;Early Access
729460,Action;Adventure;Casual;Indie
729470,Strategy
729530,Simulation
729570,Action;Casual;Indie
729580,Casual;Free to Play;Indie;Simulation;Sports
729640,Action;Casual;Indie
729650,Casual;Indie;Sports;Strategy
729660,Action;Indie
729670,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy
729720,Action;Adventure;Indie;Strategy
729740,Casual
729780,Adventure;Casual
729820,Adventure;Indie
729930,Adventure;Casual
729940,Adventure;Casual
729970,Action;Indie
729980,Casual;Indie
729990,Action;Casual;Indie;Sports
730010,Casual;Indie
730030,Casual
730050,Adventure;Casual;RPG;Simulation
730090,Casual;Free to Play
730120,Casual;Indie;Simulation;Strategy
730180,Action;Casual
730190,Action;Adventure;Casual;Simulation
730220,Action;Casual;Simulation;Strategy
730240,Action;Adventure;Indie
730270,Action;Indie;Early Access
730280,Casual;Indie;Simulation
730290,Adventure;Casual;Indie
730300,Action;Casual;Indie
730310,Action
730410,Indie;Simulation;Strategy
730420,Action;Indie;Strategy;Early Access
