appid,genres
262210,Action;Adventure;Casual;Indie
262240,Action;Indie
262260,Action;Indie
262280,RPG;Simulation;Strategy
262300,Adventure;Indie;RPG
262390,Action;Indie
262410,Free to Play;Indie;Simulation
262450,Casual;Indie;Strategy
262470,Action;Adventure;Casual;Indie;RPG
262490,Animation & Modeling;Design & Illustration;Web Publishing
262510,Adventure;Indie
262550,Action;Indie
262590,Indie
262610,Audio Production
262630,Action;Adventure;Indie
262690,Casual;Indie;Racing
262750,Action;Indie;Simulation;Strategy
262770,Action;Adventure;Indie
262790,Action;Indie;RPG
262810,Adventure;Indie
262830,Action;Indie;RPG
262850,Adventure;Indie
262870,Simulation
262900,Casual;Indie;Simulation;Strategy
262920,Action;Indie
262940,Adventure
262960,Action;Adventure;Indie;RPG
262980,Action;Indie
263020,Action;Casual;Indie;Sports
263040,Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access
263060,Action;Indie
263080,Action;Indie;RPG
263100,Indie
263120,Adventure;Indie;Simulation
263140,Adventure;Indie;RPG
263180,Adventure;Casual;Indie
263200,Action;Adventure;Casual;Indie;RPG;Early Access
263280,Adventure;Casual;Indie;Racing;Simulation
263300,Action
263320,Indie;RPG
263340,Action;Adventure;Indie
263360,Action;Indie;RPG
263380,Adventure;Indie;RPG
263400,Adventure;Indie;Strategy
263420,Action;Casual;Indie;Sports
263460,Adventure;Casual;Indie
263480,Action;Indie
263500,Action;Adventure;Free to Play;Indie;RPG
263520,Adventure;Casual;Indie
263540,Free to Play;Indie;Massively Multiplayer;RPG
263560,Adventure;Indie;RPG
263600,Animation & Modeling;Design & Illustration;Utilities
263620,Action;Indie
263640,Gore;Action;Adventure;Indie
263680,Action;Adventure;Indie
263700,Action;Adventure;Casual;Indie
263720,Action;Casual;Indie
263740,Action;Indie;RPG;Sports
263760,Action;Indie;Simulation
263800,Strategy
263820,Action;Adventure;Indie;RPG
263860,Indie;Strategy
263880,Action;Indie
263920,Action;Adventure;Indie;RPG;Early Access
263940,Simulation
263960,Action;Adventure;Indie
263980,Action;Adventure;Indie
264000,Action;Adventure;Indie
264020,Utilities
264060,Adventure;Casual;Indie
264080,Action;Adventure;Indie;Racing
264120,Free to Play;Indie;Racing;Simulation;Sports
264160,Action;Indie;RPG;Strategy
264200,Action;Casual;Indie
264220,Action;Adventure;Indie
264240,Action;Adventure;Indie;RPG
264260,Violent;Action;Indie;Strategy
264280,Action;Indie
264300,Action;Adventure;Indie;RPG
264320,Adventure;Casual
264340,Action;Adventure;Casual;Indie
264380,Indie
264400,Adventure
264440,Action;Indie;Early Access
264460,Action;Adventure;Indie
264480,Action;Adventure;Indie
264520,Adventure;Indie
264540,Action;Indie
264560,Adventure;Indie;RPG
264580,Adventure;Casual
264710,Adventure;Indie
264730,Action;Indie
265000,Action;Indie;RPG;Strategy
265120,Indie;Strategy
265170,Action;Indie
265210,Gore;Indie;Simulation
265240,Casual;Strategy
265300,Action;RPG
265330,Adventure;Indie
265380,Action;Adventure;Indie
265470,Action;Adventure;Indie;RPG
265550,Action
265590,Action;Indie;RPG;Strategy
265610,Adventure;RPG
265630,Action;Free to Play;Indie
265670,Adventure;Indie
265690,Adventure;Indie
265730,Action;Adventure;RPG
265750,Action;Indie
265770,Action;Free to Play;Indie;Massively Multiplayer
265790,Adventure;Indie
265810,Casual;Indie;Simulation;Strategy
265830,Action;Adventure;Indie
265870,Adventure;Casual;Indie;RPG;Strategy
265890,Casual;Indie;Strategy
265930,Casual;Indie;Simulation
265950,Adventure;Indie
265970,RPG;Strategy
265990,Indie;RPG
266010,Casual;Indie
266030,Free to Play;Indie;Strategy
266050,Action;Adventure;Indie
266090,Adventure;RPG;Simulation
266110,Action;Indie
266130,Action;RPG;Simulation;Strategy
266150,Action;Casual;Free to Play
266170,Action;Indie;RPG
266190,Action;Adventure;Indie;RPG;Early Access
266210,Indie;RPG
266230,Indie;RPG
266250,Action;Indie
266270,Casual;Sports
266290,Simulation
266310,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Game Development
266330,Action;Indie
266370,Action;Racing;Early Access
266390,Casual;Indie;Simulation;Strategy
266410,Massively Multiplayer;Racing;Simulation;Sports
266430,Casual;Free to Play;Indie;Early Access
266490,Adventure;Indie;RPG
266510,Action;Indie;RPG
266840,Simulation;Strategy
266980,Adventure
267060,Casual;Indie
267130,Utilities
267220,Action;Indie;RPG;Strategy
267340,Casual;Indie;Strategy
267360,Action
267490,Action;Adventure
267530,Action;Adventure
267600,Simulation
267610,Simulation
267670,RPG
267730,Indie;Strategy
267900,Action
267920,Action
267940,Action;Racing
267960,Action
267980,Strategy
268050,Action
268130,Action;Adventure;Indie;Strategy
268200,Action;Adventure;Strategy
268220,Action;Indie
268240,Action;Adventure;Indie
268260,Casual;Indie
268320,Indie
268340,Action;Adventure;Indie;RPG
268360,Indie;Racing
268400,Strategy
268420,Adventure;Casual;Free to Play;Massively Multiplayer;RPG
268500,Strategy
268520,Action;Adventure;Indie
268540,Adventure;Indie
268650,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access
268670,Action;Adventure;Indie;RPG;Early Access
268750,Action;Adventure;Indie;RPG
268770,Adventure;Indie
268810,Adventure;Casual;Indie
268850,Utilities
268870,Action;Indie;Strategy
268890,Simulation
268910,Action;Indie
268930,Adventure;Indie;RPG
268970,Adventure;Indie;RPG;Early Access
268990,Action;Indie
269010,Indie;RPG
269030,Indie;RPG
269050,Adventure;Indie
269110,Adventure;Casual;Indie;RPG
269150,Action;Casual;Indie;Simulation
269170,Casual;Indie;Simulation;Sports;Strategy
269190,RPG;Early Access
269210,Action;Adventure;Indie;Massively Multiplayer;RPG
269230,Action;Indie
269250,Indie
269270,Action;Indie
269290,Utilities;Video Production
269310,Action;Adventure;Indie;RPG;Simulation;Strategy
269330,Adventure;Indie
269350,Adventure;Indie;Early Access
269370,Action;Indie;RPG
269430,Racing
269470,Audio Production;Utilities
269490,Action;Adventure;Casual;Indie;RPG;Strategy
269530,Action;Indie;Massively Multiplayer;Early Access
269570,Education;Software Training
269590,Indie;RPG;Strategy;Early Access
269610,Action;Adventure;Early Access;Indie;Strategy
269630,Action;Indie
269650,Action;Adventure;Indie;RPG
269670,Action;Adventure;Indie
269690,Adventure;Indie;RPG
269710,Action;Casual;Indie;Strategy
269730,Simulation;Sports
269770,Action;Adventure;Indie;RPG;Early Access
269790,Adventure;Indie
269810,Action;Adventure;Indie
269890,Adventure;Indie
269950,Simulation
269990,Adventure;Indie
270010,Action;Casual;Indie
270030,Action;Casual;Indie;Simulation;Sports
270050,Adventure;Indie;RPG
270070,Action;Adventure;Indie;RPG
270090,Action;Indie
270110,Action;Adventure;Indie;RPG
270130,Adventure;Casual;Indie
270150,Action;Indie
270170,Free to Play;Indie;RPG;Simulation
270190,Adventure;Casual;Indie
270210,Indie
270230,Adventure;Casual;Indie
270270,Action;Indie;RPG
270310,Adventure;Indie
270330,Action;Adventure;Indie
270410,Violent;Gore;Action;Indie
270430,Action;Adventure;Indie;RPG
270450,Action;Indie;Sports
270490,Adventure;Indie;RPG
270510,Action;Indie
270550,Action;Casual;Indie;Strategy
270570,Adventure;Indie
270590,Action;Adventure;Indie
270610,Action;Adventure;Indie;RPG
270630,Action;Casual;Indie
270750,RPG
270760,RPG
270770,Strategy
270790,Adventure;Indie;RPG;Strategy
270810,Action;Casual;Indie;Racing
270830,Simulation
270850,Simulation
270880,Indie;Simulation
270910,Action;Indie;Strategy
270950,Casual;Simulation
271240,Indie;Simulation;Strategy
271360,Simulation;Strategy
271370,Simulation;Strategy
271500,Action
271550,Casual;Indie;Strategy
271570,Action;Indie
271590,Action;Adventure
271640,Action;Indie
271670,Action;Indie
271730,Action;Adventure;Indie;Strategy
271760,RPG
271820,Adventure;Casual;Indie
271860,Indie
271900,Casual;Indie;Strategy
271920,Simulation
271970,Nudity;Indie;RPG
271990,Adventure;Casual;Indie;RPG;Strategy
272010,Adventure;Casual;Indie;RPG
272040,Casual;Indie
272060,Adventure;Indie
272270,Adventure;Indie;RPG;Strategy
272330,Action;Indie
272470,Action;Adventure;Indie;RPG
272510,Action;Adventure
272600,Adventure;Indie
272620,Violent;Gore;Action;Indie
272890,Indie;Sports
272990,Casual;Indie
273030,Simulation;Sports;Strategy
273070,Indie;Simulation;Strategy
273110,Action;Casual;Free to Play;Massively Multiplayer
273500,Action;Indie
273570,Action
273580,Action
273590,Action
273600,Action
273620,Action
273730,Casual;Simulation
273740,Simulation
273750,Racing;Simulation;Sports
273760,Simulation
273770,Simulation;Strategy
273790,Simulation
273800,Simulation
273820,Simulation
273830,Action;Simulation
273840,Racing;Simulation;Sports
273850,Simulation
273860,Simulation
273890,Casual;Simulation
273940,Simulation
273960,Action;Indie;Simulation;Strategy
274010,Action;Simulation
274170,Action;Indie
274190,Action;Adventure;Casual;Indie
274230,Action;Indie
274250,Indie;Sports
274270,Action;Adventure;Indie
274290,Adventure;Indie
274310,Indie;RPG
274350,Adventure;Indie
274480,Action;Indie;RPG
274500,Action;Indie
274520,Nudity;Violent;Gore;Action;Adventure;Indie;RPG
274560,Action;Adventure;Indie
274700,Indie;Strategy
274880,Indie;Racing;Sports
274900,Action;Indie
274920,Animation & Modeling;Video Production
274940,Action;Indie
274960,Indie;RPG;Simulation;Strategy;Early Access
274980,Indie;Simulation;Strategy
275060,Action;Adventure
275080,Casual;Indie;Simulation
275100,Adventure;Casual;Indie
275180,Adventure;Casual;RPG
275200,Action;Adventure;Indie
275290,Strategy
275310,Simulation
275330,Casual
275350,Indie;Strategy
275390,Action;Adventure;Indie
275470,Action;Indie;Strategy
275490,Action;Casual;Indie
275510,Strategy
275530,Action;Strategy
275570,Action;RPG
275610,Action
275670,Indie;Strategy
275810,Casual;Strategy
275830,Casual;Strategy
275850,Action;Adventure
276220,Casual;Simulation
276240,Casual;Simulation
276300,Casual;Simulation;Sports
276340,Casual;Simulation;Sports
276360,Casual;Simulation;Sports
276380,Casual;Simulation
276430,Casual
276440,Casual
276460,Casual
276730,Action;Indie
276750,Strategy
276810,RPG;Strategy
276870,Indie;Simulation;Strategy;Early Access
276890,Action;Adventure;RPG
277110,Adventure;Casual
277270,Adventure;Casual
277390,Action;Indie;Sports
277430,Action
277450,Strategy
277460,Indie;Strategy
277470,Adventure;Indie;RPG
277490,Action;Indie;Strategy
277500,Casual;Indie;Simulation
277510,Action;Adventure;Casual;Indie
277520,Action;Adventure;Indie
277540,Casual
277560,Casual
277590,Action;Adventure
277630,Simulation;Strategy
277650,Action;Adventure;Indie;RPG
277680,Casual;Indie
277700,Indie
277850,Indie;Sports
277870,Action;Adventure;Indie;RPG
277890,Action;Adventure;Indie
277910,Adventure;Indie;RPG;Simulation
278080,Action
278100,Action
278360,Adventure;Casual;Indie
278420,Action;Adventure;Indie
278440,Indie;Simulation
278460,Casual;RPG
278490,Adventure;Casual;Indie;RPG
278510,Action
278530,Adventure;Indie;RPG
278550,Simulation
278570,Adventure;Casual;Indie
278590,Casual;Indie;RPG
278620,Action;Adventure;Indie;RPG
278640,Action;Adventure;Indie
278810,Action;Adventure;Indie;Strategy
278850,Action
278890,Action;Indie
278930,Action;Indie
278970,Action;Adventure
279070,Action;Adventure;Indie;RPG
279140,Indie;Simulation;Strategy
279160,Action;Adventure
279260,Adventure;Indie
279420,Casual;Simulation;Strategy
279440,Adventure;Indie;RPG
279460,Sports
279480,Casual;Strategy
279500,Adventure
279520,Action;Casual;Indie;Racing;Simulation
279540,Casual;Indie
279560,Adventure
279580,Action;Adventure;Casual;Indie
279640,Indie;Strategy
279720,RPG
279740,Photo Editing;Utilities;Video Production
279800,Adventure;Casual
279900,Adventure;Indie
279920,Action;Indie
279940,Adventure
279990,Casual;Indie;RPG;Simulation
280010,Action;Indie;Early Access
280040,Action;Indie;RPG
280140,Adventure;Casual;Indie;RPG
280160,Action;Adventure;Indie
280180,Action;Adventure
280200,Action;Indie
280220,Indie;Simulation;Strategy
280320,Casual;Indie;RPG
280380,Action;Strategy
280460,Action;Indie
280500,Action;Indie;Racing
280520,Action;Adventure;Indie;RPG
280540,Casual;Indie;Simulation;Strategy
280560,Action;Indie
280600,Action;Indie;RPG
280640,Action;Indie;RPG
280680,Animation & Modeling;Design & Illustration;Photo Editing
280720,Indie;Simulation;Strategy;Early Access
280790,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Simulation
280830,Casual;Indie;Sports
280890,Action;Adventure;Indie
280930,Action;Casual;Indie;Strategy
281060,Adventure;Indie
281200,Adventure
281220,Action
281240,Adventure
281260,Action
281280,Racing
281350,Strategy
281370,Indie
281390,Strategy
281410,Action
281430,RPG
281450,Strategy
281560,Adventure
281580,Simulation
281610,Strategy
281640,Indie;RPG;Strategy
281750,Adventure;Casual;Indie
281820,Action;Adventure;Casual;Indie
281840,Indie
281860,Action;Indie
281920,Action;Adventure;Indie
281940,Action;Adventure;Indie
281990,Simulation;Strategy
282010,Action;Indie;Racing
282030,Action;Indie;Racing
282050,Racing;Simulation;Sports
282070,Adventure;Indie;Simulation
282100,Action;Adventure;Casual;Indie;RPG
282140,Action;Adventure;Indie
282210,Strategy
282400,Simulation;Strategy
282440,Action
282530,Action;Adventure
282560,Simulation;Strategy
282590,Indie;Strategy
282620,Action;Indie;Simulation
282640,Action;Adventure;Indie
282660,Utilities
282680,Indie;Strategy
282760,Casual;Indie
282780,Action;Adventure;Indie
282800,Indie;Strategy
282860,Action;Indie;RPG;Simulation
282880,Casual;Indie;Strategy;Early Access
282900,RPG;Strategy
283000,Indie;Strategy
283020,Indie;Strategy
283040,Adventure;Indie;RPG
283060,Adventure;Casual;Free to Play;Massively Multiplayer;RPG
283080,Action;Adventure;Indie;RPG
283100,Action;Indie;Massively Multiplayer;RPG;Early Access
283160,Action;Indie;Simulation
283180,Adventure;Indie
283230,Adventure;Casual;Indie
283270,Action;RPG;Strategy
283290,Action;Adventure
283310,RPG
283330,Action
283350,Action
283370,Action
283390,Action
283410,Action
283430,Action;Adventure
283450,Casual
283470,Casual
283490,Sports
283560,Simulation
283580,Simulation
283600,Simulation
283620,Simulation
283640,Violent;Gore;Action;Indie;RPG
283660,Action;Casual;Indie
283680,Action;Indie
283820,Action;Indie
283840,Action;Indie
283880,Adventure;Free to Play;Indie;RPG
283920,Adventure;Casual
283940,Adventure;Casual
283960,Adventure;Casual
283980,Adventure;Casual
284000,Adventure;Casual
284020,Adventure;Casual
284050,Adventure
284100,Indie;Simulation;Strategy
284140,Action;Adventure;Indie;RPG
284160,Racing;Simulation;Early Access
284180,Action;Adventure;Indie
284200,Casual;Indie
284220,Action;Indie
284240,Adventure;Indie
284260,Indie
284390,Adventure;Indie
284410,Action;Adventure;Indie
284460,Action;Indie
284710,Adventure;Casual
284730,Adventure;Casual
284750,Adventure;Casual
284770,Adventure;Casual
284790,Adventure;Casual
284810,Adventure;Casual
284830,Adventure;Casual
284850,Casual
284870,Adventure;Casual
284890,Adventure;Casual
284910,Action;RPG;Early Access
284930,Action;Indie;Racing
284950,Casual;Indie;Simulation
284970,Action;Indie
284990,Action;Indie
285010,Action;Casual;Indie;Simulation;Strategy
285090,Action;Indie;Strategy
285110,Indie;Simulation;Strategy;Early Access
285130,Casual;Simulation;Strategy
285190,Violent;Gore;Action;Simulation;Strategy
285310,Simulation;Strategy
285330,Simulation;Strategy
285350,Indie;Strategy
285380,Casual;Simulation;Strategy;Early Access
285420,Casual;RPG
285440,Action;Indie
285480,Strategy
285500,Action;Racing;RPG
285520,Action;Racing
285670,Action;Simulation
285740,Casual;Indie;Simulation
285800,Adventure;Casual;Indie;RPG;Strategy
285820,Action;Indie;Racing
285840,Action;Indie
285900,Action;Adventure;Casual;Indie
285920,Action;Indie
285980,Action;Indie
286000,Action;Casual;Indie;Strategy
286040,Action;Indie
286100,Action;Indie
286120,RPG
286140,Adventure;Indie
286160,Casual;Indie;RPG;Simulation;Strategy
286200,Adventure;Casual;Indie;RPG;Strategy
286220,RPG
286240,Indie;Racing;RPG;Sports
286260,Adventure
286280,Simulation;Strategy
286300,Indie
286320,Adventure;Indie
286340,Adventure;Indie
286360,Adventure;Indie
286380,Casual;Indie;Strategy
286440,Action;Indie;Strategy
286460,Adventure
286480,Adventure
286520,Action;Casual;Strategy
286540,Adventure
286570,Racing;Sports
286660,Action;Indie
286690,Action
286730,Action;Simulation
286750,Casual;Simulation;Strategy
286770,Action
286790,Simulation
286810,Action;Racing
286830,Action;Racing
286880,Action;Adventure
286930,Action;Indie;RPG
286940,Action;Adventure;Free to Play;Sports;Strategy
287020,Adventure
287070,Strategy
287100,Action;Indie
287120,Action;Casual
287200,Casual;Indie;Simulation;Strategy
287220,Casual;Indie;Simulation
287260,Racing
287290,Action;Adventure
287390,Action
287450,Simulation;Strategy
287580,Simulation;Strategy
287600,Adventure;Casual;Indie;Simulation
287630,Adventure;RPG
287700,Action;Adventure
287720,Adventure;Casual
287740,Adventure;Casual;Indie
287780,Indie
287840,Action;Adventure;Indie
287860,Action;Indie
287900,Simulation
287920,Action;Free to Play;Indie;Massively Multiplayer;RPG
287960,Indie;Strategy
287980,Indie;Simulation;Strategy
288000,Action;Adventure;Indie;Early Access
288020,Action;Adventure;Indie
288040,Adventure;Indie
288060,Adventure;Indie
288100,Action
288120,Adventure;Indie;RPG;Strategy
288140,Indie;Simulation;Sports;Strategy
288160,Adventure;Indie
288220,Indie;Simulation
288260,Action;Casual;Indie;Strategy
288270,Education;Software Training;Utilities;Video Production
288370,Action;Indie
288470,RPG
288500,Adventure;Indie
288610,Casual
288630,Adventure;Casual
288650,Racing
288670,Adventure;Casual
288690,Casual
288710,Casual;Simulation
288750,Adventure;Indie
288790,Adventure
288830,Adventure
288840,Adventure
288860,Adventure;Indie;RPG
288880,Action;Adventure;Indie
288930,Adventure;Indie
288970,Adventure
289050,Casual
289070,Strategy
289090,Adventure;Casual;Indie;RPG;Simulation
289130,RPG;Strategy
289180,Action;RPG;Simulation
289200,RPG;Strategy
289220,Action;RPG
289240,Strategy
289260,Adventure
289280,Action
289300,Action;Simulation;Strategy
289320,Adventure;Casual
289340,Strategy
289360,RPG
289380,RPG
289400,Action;Adventure;Simulation
289420,RPG
289440,Strategy
289460,Casual;Racing
289480,Action;Adventure;Simulation
289500,Strategy
289520,RPG;Strategy
289580,Strategy
289600,RPG;Strategy
289620,Action;Adventure
289650,Action;Adventure
289690,Action;Adventure
289760,Action;Casual;Indie;Sports;Strategy
289800,Adventure;Casual
289820,Adventure;Casual
289840,Adventure;Casual
289890,RPG;Simulation;Strategy
289930,Casual;Simulation;Strategy
289950,Casual;Simulation
290000,Action;Casual;Indie
290020,Indie;Simulation
290040,Action;Adventure;Indie
290060,Adventure;Indie
290080,Action;Indie;RPG;Simulation
290260,Indie
290280,Action;Indie
290300,Action;Adventure;Indie;RPG;Simulation
290320,Action;Adventure;Indie
290340,Adventure;Indie;RPG;Strategy
290380,Casual;Indie
290440,Action;Indie
290460,Casual;RPG
290470,Action;Free to Play;RPG
290490,Action;Indie
290510,Adventure;Casual;Indie
290530,Action;Indie
290650,Action;Adventure;Casual;Indie;RPG
290730,Casual;Free to Play;Indie;Massively Multiplayer;Strategy
290770,Action;Adventure;Indie
290790,Strategy
290810,Early Access
290870,Indie;Strategy
290890,Action;Casual;Indie;RPG;Strategy
290970,Indie;Simulation;Strategy
290990,Casual;Indie;Simulation
291030,Casual;Indie;Simulation
291050,Indie;RPG;Strategy
291070,Action;Indie
291130,Action;Adventure;Casual;Indie
291170,Casual;Indie;Strategy
291190,Indie;RPG;Strategy
291250,Action;Adventure;Indie;Simulation
291270,Action;Casual;Indie
291290,Adventure;Casual;Indie
291330,Action;Casual;Indie;Sports
291390,Action;Indie
291410,Free to Play;Indie;Strategy
291430,Action;Casual;Indie
291450,Indie;RPG;Simulation;Strategy
291480,Action;Free to Play;Massively Multiplayer
291550,Action;Free to Play;Indie
291610,Indie
291630,Adventure
291640,Adventure
291650,RPG
291690,Adventure;Indie
291710,Adventure;Indie
291770,Adventure;Indie
291860,Action;Indie;RPG;Strategy
291910,Action;Simulation
291930,Simulation;Strategy
291960,Action;Adventure;RPG;Strategy
292030,RPG
292060,Action
292090,Casual
292120,RPG
292140,RPG
292160,Strategy
292200,Casual;Indie;Strategy
292230,Design & Illustration;Utilities
292240,Adventure;Casual
292260,Adventure;Casual
292280,Adventure;Casual
292300,Adventure;Casual
292330,Indie;Simulation;Strategy
292370,Indie;RPG
292380,Casual;Racing
292390,Action
292400,Adventure;Indie;RPG
292410,Racing
292420,Action;Simulation
292480,Action;Indie
292500,Action;Adventure;Indie
292570,Action;Indie
292600,Action;Indie
292620,Indie
292630,Adventure;Casual;Indie
292660,Adventure
292670,Adventure
292730,Action;Adventure
292760,Strategy
292780,Adventure;Casual
292800,Adventure;Casual
292820,Adventure;Casual
292840,Casual
292860,Casual
292880,Adventure
292910,Adventure
292930,Adventure
292990,Strategy
293160,Adventure;Indie;RPG;Strategy
293180,Action;Adventure;Indie
293200,Indie;Strategy
293220,Action;Indie;Early Access
293240,Action;Adventure;Indie;Strategy
293260,Free to Play;RPG;Strategy
293320,Adventure;Indie
293340,Casual;Indie;Simulation
293400,Action;Adventure;Massively Multiplayer;Simulation;Early Access
293420,Action;Casual;Indie
293440,Action;Adventure;Indie;RPG
293460,Action;Indie;RPG
293480,Adventure;Casual;Indie;RPG;Early Access
293520,Indie;Simulation
293540,Action;Free to Play;Indie;Massively Multiplayer;RPG
293600,Action;Indie
293660,Adventure;Indie
293680,Adventure;Indie;RPG
293720,Action;Indie
293740,Indie
293760,Simulation;Strategy;Early Access
293780,Action;Indie;RPG
293840,Action;Indie
293860,Adventure;Casual;Indie
293880,Adventure;Casual;Indie;RPG
293900,Action;Casual;Indie
293920,Casual;Indie;RPG;Simulation
293940,Action;Indie;Simulation;Strategy
293960,Indie;Simulation;Strategy
293980,Adventure;Indie
294000,Action;Indie
294020,Adventure;Indie;RPG;Simulation;Strategy
294040,Action;Adventure;Casual;Indie;RPG
294060,Action;Adventure;Indie
294100,Indie;Simulation;Strategy
294140,Action;Adventure;Indie
294160,Free to Play;Indie;Strategy
294190,Adventure;Indie
294230,Action;Casual;Indie
294280,Action;Adventure;Casual
294370,Indie;RPG;Strategy
294390,Adventure
294440,Adventure;Indie
294460,Action;Adventure;Indie
294530,Adventure;Casual
294540,Adventure;Casual
294550,Adventure;Casual
294570,Adventure;Casual
294580,Adventure;Casual
294590,Action;Strategy
294650,Adventure;Casual
294660,Adventure;Casual
294670,Adventure;Casual
294680,Adventure;Casual
294690,Adventure;Casual
294700,Adventure;Casual
294710,Adventure;Casual
294720,Casual
294730,Casual;Simulation;Strategy
294750,Action;Indie;Strategy
294770,Action;Indie;Strategy
294790,Action;Indie;Strategy
294810,Action
294830,Simulation;Strategy
294860,Action;RPG;Strategy
295250,Adventure;Indie
295490,Action;Adventure
295550,Free to Play;Massively Multiplayer;RPG
295590,Indie;RPG;Simulation;Strategy
295610,Action;Adventure;Indie
295630,Indie;Strategy
295650,Action;Adventure;Indie
295670,Action;Indie
295690,Action;Adventure;Indie
295710,Free to Play;Indie;Massively Multiplayer;Racing;RPG;Strategy
295730,Action;Indie
295750,Indie
295770,Action
295790,Action;Adventure;Casual;Indie
295850,Adventure;Casual;Indie;RPG
295870,Action;Indie;RPG
295910,Action;Adventure
295930,Casual;Indie;Racing
295950,Violent;Action;Adventure;Indie;Massively Multiplayer;RPG
295990,Strategy
296010,Action;Indie;RPG
296030,Action;Adventure;Indie
296050,Indie;RPG
296070,Adventure;Indie;Strategy
296150,Action;Indie;Simulation;Sports
296180,Action;Adventure;Indie
296210,Simulation;Strategy
296220,Adventure;Casual;Strategy
296240,Adventure;Casual;Strategy
296280,Indie;Simulation;Strategy
296300,Action;Casual;Indie
296470,Indie;Simulation;Sports
296490,Action;Indie;Strategy
296510,Action;Adventure;Indie
296530,RPG
296550,Adventure;Indie
296570,RPG
296590,Indie;Strategy
296630,Action;Adventure;Free to Play;Indie
296650,Action;Casual;Indie;Strategy
296710,Indie
296730,Action;Adventure;Indie
296770,Sports
296790,Casual;Indie;Racing;Simulation;Sports;Early Access
296830,Action;Adventure;Indie;Simulation
296850,Adventure;Indie
296870,Adventure;Casual;Indie
296890,Action
296910,Action;Casual;Indie
296930,Action;Adventure;Indie;RPG
296970,Adventure;Indie;RPG;Strategy
297000,RPG;Strategy
297020,Action;Casual;Indie;Strategy
297060,Action;Indie;Strategy
297070,Adventure
297080,Casual;Indie;Strategy
297100,Action;Adventure;Simulation
297110,Casual;Indie
297120,Action;Indie
297130,Action;Adventure;Indie
297210,Casual;Free to Play;Indie;RPG;Strategy
297290,Adventure;Casual;Indie
297310,Action;Indie;Sports;Early Access
297330,Casual;Indie;Simulation;Strategy
297350,Adventure;Indie
297370,Action;Adventure;Casual;Indie
297410,Action;Adventure;Indie
297450,Action;Indie
297470,Indie;Massively Multiplayer;RPG;Early Access
297490,Indie
297570,Strategy
297590,Adventure;Indie
297620,Action
297720,Adventure;Indie
297740,Action;Indie
297750,Simulation;Strategy
297760,Racing;Simulation;Sports;Strategy
297860,Action;Racing
297920,Simulation;Strategy
298020,Adventure
298030,Strategy
298050,Strategy
298110,Action;Adventure
298140,Adventure;Indie
298160,Casual;Free to Play;Indie;Massively Multiplayer;RPG
298180,Action;Adventure;Indie;RPG
298220,Indie;Simulation
298240,Action;Casual;Free to Play;Indie;Simulation
298260,Adventure;Free to Play;Indie
298280,Action;Indie;Early Access
298340,Action;Indie;Racing;Simulation
298360,Action;Indie;Strategy
298380,Adventure;Casual;Indie;Simulation
298400,Action;Casual;Indie
298420,Indie
298480,Action;Simulation;Strategy
298520,Action;Indie;Simulation
298560,Action;Indie
298600,Action;Indie
298610,Adventure;Casual;Early Access
298630,Action;Adventure;Indie;Simulation;Strategy
298790,Action;Adventure;Indie
298820,Adventure;Casual;Indie;RPG
298830,Adventure;Casual;Indie;RPG
298840,Adventure;Casual;Indie;RPG
298850,Adventure;Casual;Indie;RPG
298930,Adventure;Indie
298950,Adventure;Indie
299020,Casual
299030,Action;Adventure
299050,Action;Adventure
299070,Strategy
299090,Indie;Simulation
299100,Indie
299110,Adventure
299150,Adventure
299160,Adventure
299170,Adventure
299180,Adventure
299250,Simulation
299260,Action;Indie;Strategy
299340,Action;Indie;Simulation;Strategy
299360,Action;Free to Play;Massively Multiplayer;Strategy
299380,Action;Adventure;Casual;Indie
299400,Adventure;Indie
299420,Action;Free to Play;Indie;Early Access
299440,Violent;Gore;Action;Indie;Strategy
299460,Action;Adventure;Indie
299480,Action;Indie
299500,Casual;Sports
299540,Indie;RPG
299580,Action;Adventure;Indie;RPG;Early Access
299600,Indie;RPG
299660,Action;Casual;Indie
299680,Adventure;Casual;Indie
299720,Casual;Indie;Strategy
299740,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy
299780,Adventure;Indie;RPG
299800,Action;Indie
299820,Adventure;Casual;Indie
299840,Action;Indie
299910,Free to Play;Indie;Strategy
299950,Action;Indie
300040,Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy
300060,Adventure;Indie
300080,Free to Play;Strategy
300160,Casual;Simulation;Strategy
300220,Adventure;Casual;RPG
300260,Action;Adventure;Indie;Racing
300280,Adventure;Indie
300300,Casual;Indie;Strategy
300320,Strategy
300340,Action;Adventure;Indie
300360,Adventure;Casual
300380,Action;Adventure;Indie;Racing;Simulation
300400,Racing
300510,Casual
300540,Adventure;Indie;RPG
300550,Adventure;Indie;RPG;Strategy
300570,Indie;Simulation
300580,Action;Indie
300610,Casual;Simulation;Sports
300620,Adventure;Casual;Indie
300630,Casual;Indie;Simulation;Sports;Strategy
300760,Action;Indie;Strategy;Early Access
300820,Action;Adventure
300840,Action;Adventure;Casual;Indie
300900,Indie
