,appid,positive_ratings,negative_ratings,average_playtime,median_playtime,owners
22923,877360,87,45,0,0,35000
22924,877370,24,10,0,0,10000
22925,877380,9,5,0,0,10000
22926,877390,13,0,0,0,10000
22927,877460,11,9,0,0,10000
22928,877470,1,2,0,0,10000
22929,877480,3,0,0,0,10000
22930,877550,5,0,0,0,10000
22931,877590,3,4,0,0,10000
22932,877680,6,5,0,0,10000
22933,877730,3,3,0,0,10000
22934,877750,0,1,0,0,10000
22935,877760,36,5,0,0,10000
22936,877780,2,7,0,0,10000
22937,877820,16,22,0,0,10000
22938,877840,90,16,0,0,10000
22939,877910,68,16,0,0,10000
22940,877960,7,2,0,0,10000
22941,877980,9,5,0,0,10000
22942,878020,26,4,0,0,10000
22943,878050,10,12,0,0,10000
22944,878080,11,12,0,0,10000
22945,878100,3,1,0,0,10000
22946,878110,54,10,0,0,10000
22947,878120,1,2,0,0,10000
22948,878140,0,1,0,0,10000
22949,878150,17,2,0,0,10000
22950,878160,3,6,0,0,10000
22951,878170,9,2,0,0,10000
22952,878180,12,2,0,0,10000
22953,878240,7,7,0,0,10000
22954,878250,13,1,0,0,10000
22955,878270,4,0,0,0,10000
22956,878280,7,1,0,0,10000
22957,878290,6,2,0,0,10000
22958,878300,2,2,0,0,10000
22959,878320,257,29,0,0,35000
22960,878330,10,2,0,0,10000
22961,878340,4,0,0,0,10000
22962,878350,28,6,0,0,10000
22963,878380,958,179,8659,8659,75000
22964,878400,1,3,0,0,10000
22965,878410,1,1,0,0,10000
22966,878420,93,27,0,0,10000
22967,878440,8,0,0,0,10000
22968,878470,9,7,0,0,10000
22969,878500,2,1,0,0,10000
22970,878510,2,0,0,0,10000
22971,878520,30,7,0,0,10000
22972,878540,0,2,0,0,10000
22973,878570,1,3,0,0,10000
22974,878580,93,18,1,1,10000
22975,878610,1,0,0,0,10000
22976,878620,2,0,0,0,10000
22977,878640,9,5,0,0,10000
22978,878660,7,4,0,0,10000
22979,878680,7,0,0,0,10000
22980,878710,4,2,0,0,10000
22981,878750,4662,450,77,102,350000
22982,878780,10,2,0,0,10000
22983,878810,0,4,0,0,10000
22984,878820,10,12,0,0,10000
22985,878910,2,0,0,0,10000
22986,878980,4,0,0,0,10000
22987,879030,3,3,0,0,10000
22988,879060,19,3,0,0,10000
22989,879090,1,1,0,0,10000
22990,879100,2,0,0,0,10000
22991,879110,1,2,0,0,10000
22992,879120,3,2,0,0,10000
22993,879160,2839,1725,639,812,350000
22994,879210,4,10,0,0,10000
22995,879220,16,15,0,0,10000
22996,879250,62,22,0,0,35000
22997,879270,7,0,0,0,10000
22998,879280,4,0,0,0,10000
22999,879290,15,0,0,0,10000
23000,879310,12,8,0,0,10000
23001,879320,0,2,0,0,10000
23002,879410,18,13,0,0,10000
23003,879430,26,0,0,0,10000
23004,879450,2,0,0,0,10000
23005,879470,27,16,0,0,10000
23006,879480,2,1,0,0,10000
23007,879510,165,7,0,0,10000
23008,879520,8,0,0,0,10000
23009,879600,3,0,0,0,10000
23010,879610,5,10,0,0,10000
23011,879620,5,5,0,0,10000
23012,879650,34,18,0,0,35000
23013,879660,2,0,0,0,10000
23014,879670,62,44,0,0,10000
23015,879740,7,1,0,0,10000
23016,879850,3,0,0,0,10000
23017,879920,2,0,0,0,10000
23018,880130,21,0,0,0,10000
23019,880180,8,1,0,0,10000
23020,880200,13,13,0,0,10000
23021,880270,4,1,0,0,10000
23022,880320,1,1,0,0,10000
23023,880340,1,0,0,0,10000
23024,880370,11,1,0,0,10000
23025,880380,43,42,0,0,10000
23026,880400,443,42,0,0,35000
23027,880470,16,10,0,0,10000
23028,880490,157,11,0,0,10000
23029,880550,12,8,0,0,10000
23030,880560,15,2,0,0,10000
23031,880570,5,0,0,0,10000
23032,880590,0,2,0,0,10000
23033,880600,13,4,0,0,10000
23034,880610,32,3,0,0,10000
23035,880620,18,13,0,0,10000
23036,880720,4,0,0,0,10000
23037,880770,3,2,0,0,10000
23038,880780,5,6,0,0,10000
23039,880830,14,0,0,0,10000
23040,880840,5,0,0,0,10000
23041,880850,137,178,0,0,150000
23042,880860,17,2,0,0,10000
23043,880890,3,7,0,0,10000
23044,880940,1368,306,211,268,150000
23045,880950,855,25,1,1,35000
23046,880990,6,19,0,0,10000
23047,881060,1,2,0,0,10000
23048,881080,0,3,0,0,10000
23049,881110,6,1,0,0,10000
23050,881130,15,0,0,0,10000
23051,881150,3,3,0,0,10000
23052,881170,1,5,0,0,10000
23053,881190,3,0,0,0,10000
23054,881230,14,9,0,0,10000
23055,881250,36,8,0,0,10000
23056,881260,5,2,0,0,10000
23057,881300,17,4,0,0,10000
23058,881320,82,31,0,0,10000
23059,881490,42,23,0,0,10000
23060,881500,5,3,0,0,10000
23061,881510,40,43,0,0,10000
23062,881520,11,2,0,0,10000
23063,881560,53,9,0,0,10000
23064,881610,3,7,0,0,10000
23065,881620,1,0,0,0,10000
23066,881690,107,29,0,0,10000
23067,881730,2,5,0,0,10000
23068,881750,17,1,0,0,10000
23069,881820,3,1,0,0,10000
23070,881880,6,6,0,0,10000
23071,881910,2,1,0,0,10000
23072,881920,92,33,0,0,10000
23073,881930,1,3,0,0,10000
23074,881970,1,0,0,0,10000
23075,881980,4,1,0,0,10000
23076,882020,100,57,0,0,10000
23077,882040,22,1,0,0,10000
23078,882070,21,14,0,0,10000
23079,882080,16,1,0,0,10000
23080,882110,148,1,0,0,35000
23081,882140,97,4,0,0,10000
23082,882200,9,3,0,0,10000
23083,882210,17,0,0,0,10000
23084,882220,51,14,0,0,10000
23085,882230,2,4,0,0,10000
23086,882260,1,1,0,0,10000
23087,882290,3,1,0,0,10000
23088,882310,51,10,0,0,10000
23089,882330,2,7,0,0,10000
23090,882360,11,10,0,0,10000
23091,882370,7,7,0,0,10000
23092,882390,4,0,0,0,10000
23093,882410,118,19,0,0,35000
23094,882460,2,5,0,0,10000
23095,882520,5,4,0,0,10000
23096,882530,1,1,0,0,10000
23097,882560,42,30,0,0,10000
23098,882600,1,1,0,0,10000
23099,882620,14,1,0,0,10000
23100,882630,1,3,0,0,10000
23101,882640,31,5,0,0,10000
23102,882670,23,12,0,0,10000
23103,882700,2,0,0,0,10000
23104,882710,410,15,568,568,10000
23105,882750,1,0,0,0,10000
23106,882790,2799,228,950,1434,150000
23107,882900,89,5,0,0,10000
23108,882910,9,9,0,0,10000
23109,882940,72,35,0,0,35000
23110,882960,511,113,19,19,35000
23111,882990,4,4,0,0,10000
23112,883000,0,1,0,0,10000
23113,883010,10,1,0,0,10000
23114,883020,37,5,0,0,10000
23115,883070,64,9,0,0,10000
23116,883100,349,42,0,0,10000
23117,883130,70,16,0,0,10000
23118,883170,3,9,0,0,10000
23119,883190,8,0,0,0,10000
23120,883220,45,22,0,0,10000
23121,883270,3,0,0,0,10000
23122,883280,2,0,0,0,10000
23123,883300,3,2,0,0,10000
23124,883370,4,4,0,0,10000
23125,883390,1,3,0,0,10000
23126,883560,6,0,0,0,10000
23127,883620,3,1,0,0,10000
23128,883630,3,0,0,0,10000
23129,883670,23,16,0,0,10000
23130,883710,24950,1075,841,843,1500000
23131,883790,2,1,0,0,10000
23132,883810,5,0,0,0,10000
23133,883830,4,0,0,0,10000
23134,883860,269,101,0,0,75000
23135,883870,76,4,0,0,10000
23136,883900,2,0,0,0,10000
23137,883930,3,1,0,0,10000
23138,883960,2,1,0,0,10000
23139,883970,10,20,0,0,10000
23140,884050,466,125,0,0,75000
23141,884160,3,0,0,0,10000
23142,884200,72,54,0,0,35000
23143,884210,18,10,0,0,10000
23144,884230,5,3,0,0,10000
23145,884250,5,3,0,0,10000
23146,884260,425,8,0,0,10000
23147,884270,1,0,0,0,10000
23148,884290,2,2,0,0,10000
23149,884350,13,1,0,0,10000
23150,884370,12,1,0,0,10000
23151,884390,3,4,0,0,10000
23152,884400,7,0,0,0,10000
23153,884410,6,3,0,0,10000
23154,884420,7,2,0,0,10000
23155,884430,4,6,0,0,10000
23156,884440,5,3,0,0,10000
23157,884470,4,0,0,0,10000
23158,884500,0,1,0,0,10000
23159,884530,1,5,0,0,10000
23160,884550,36,48,0,0,35000
23161,884590,1,3,0,0,10000
23162,884640,22,6,0,0,10000
23163,884660,9657,2964,130,54,1500000
23164,884770,2,1,0,0,75000
23165,884800,10,17,0,0,10000
23166,884830,13,7,0,0,10000
23167,884880,6,3,0,0,10000
23168,884900,0,3,0,0,10000
23169,884930,11,15,0,0,10000
23170,884960,20,1,0,0,10000
23171,884990,32,8,0,0,10000
23172,885000,62,1,0,0,10000
23173,885030,12,1,0,0,10000
23174,885090,4,24,0,0,10000
23175,885100,19,30,0,0,10000
23176,885110,7,14,0,0,10000
23177,885120,29,3,0,0,10000
23178,885140,315,72,380,380,35000
23179,885150,197,32,0,0,10000
23180,885170,5,6,0,0,10000
23181,885180,10,17,0,0,10000
23182,885190,11,11,0,0,10000
23183,885220,1,0,0,0,10000
23184,885240,2,2,0,0,35000
23185,885290,3,0,0,0,10000
23186,885310,5,2,0,0,10000
23187,885320,4,5,0,0,10000
23188,885380,14,7,0,0,10000
23189,885390,21,30,0,0,10000
23190,885470,21,0,0,0,10000
23191,885570,21,3,0,0,10000
23192,885590,9,7,0,0,10000
23193,885600,2,3,0,0,10000
23194,885630,19,9,0,0,10000
23195,885640,372,90,0,0,35000
23196,885650,57,3,0,0,10000
23197,885690,19,6,0,0,10000
23198,885730,8,35,0,0,35000
23199,885780,17,3,0,0,10000
23200,885790,14,1,0,0,10000
23201,885810,359,8,0,0,10000
23202,885950,46,0,0,0,10000
23203,886010,4,4,0,0,10000
23204,886020,3,3,0,0,10000
23205,886040,344,131,35,35,35000
23206,886070,22,4,0,0,10000
23207,886180,7,1,0,0,10000
23208,886200,14,0,0,0,10000
23209,886230,1,0,0,0,10000
23210,886250,308,37,0,0,75000
23211,886270,14,8,0,0,10000
23212,886290,1,1,0,0,10000
23213,886300,4,0,0,0,10000
23214,886310,0,6,0,0,10000
23215,886330,4,1,0,0,10000
23216,886350,2,1,0,0,10000
23217,886360,0,1,0,0,10000
23218,886370,29,8,0,0,10000
23219,886380,11,0,0,0,10000
23220,886390,10,4,0,0,10000
23221,886450,0,1,0,0,10000
23222,886460,115,20,0,0,35000
23223,886470,11,10,0,0,10000
23224,886490,6,2,0,0,10000
23225,886520,62,34,0,0,10000
23226,886580,2,1,0,0,10000
23227,886590,8,5,0,0,10000
23228,886600,5,1,0,0,10000
23229,886610,0,1,0,0,10000
23230,886630,24,2,0,0,10000
23231,886670,3,0,0,0,10000
23232,886730,10,6,0,0,10000
23233,886780,1,1,0,0,10000
23234,886820,87,16,0,0,10000
23235,886830,2,0,0,0,10000
23236,886900,140,52,0,0,10000
23237,886950,26,2,0,0,10000
23238,886960,407,208,0,0,35000
23239,886970,26,9,0,0,10000
23240,887060,82,24,0,0,10000
23241,887160,32,2,0,0,10000
23242,887170,1,1,0,0,10000
23243,887280,1,0,0,0,10000
23244,887300,2,1,0,0,10000
23245,887340,58,16,0,0,10000
23246,887370,112,45,0,0,10000
23247,887400,9,0,0,0,10000
23248,887440,1,0,0,0,10000
23249,887510,21,0,0,0,10000
23250,887520,10,6,0,0,10000
23251,887530,195,47,0,0,10000
23252,887550,2,1,0,0,10000
23253,887590,1,0,0,0,10000
23254,887630,0,1,0,0,10000
23255,887660,2,0,0,0,10000
23256,887710,3,5,0,0,10000
23257,887730,17,2,0,0,10000
23258,887740,2,10,0,0,10000
23259,887750,4,0,0,0,10000
23260,887800,44,35,0,0,10000
23261,887820,22,3,0,0,10000
23262,887850,22,17,0,0,10000
23263,887870,1,0,0,0,10000
23264,887880,4,0,0,0,10000
23265,887890,4,0,0,0,10000
23266,887900,15,2,0,0,10000
23267,887930,0,1,0,0,10000
23268,887950,1,0,0,0,10000
23269,887960,6,1,0,0,10000
23270,887970,48,6,0,0,10000
23271,888010,22,3,0,0,10000
23272,888030,0,3,0,0,10000
23273,888040,106,6,0,0,10000
23274,888070,17,11,0,0,10000
23275,888090,1119,69,0,0,75000
23276,888220,8,0,0,0,10000
23277,888250,1,1,0,0,10000
23278,888260,119,14,0,0,10000
23279,888310,3,0,0,0,10000
23280,888380,5,1,0,0,10000
23281,888400,1,4,0,0,10000
23282,888480,3,0,0,0,10000
23283,888540,1,4,0,0,10000
23284,888560,2,1,0,0,10000
23285,888570,5,2,0,0,10000
23286,888610,6,7,0,0,10000
23287,888620,4,3,0,0,10000
23288,888630,69,9,0,0,10000
23289,888640,2,1,0,0,10000
23290,888670,5,6,0,0,10000
23291,888690,27,20,0,0,35000
23292,888710,2,2,0,0,10000
23293,888740,0,1,0,0,10000
23294,888750,2,0,0,0,10000
23295,888760,3,1,0,0,10000
23296,888790,521,2,0,0,10000
23297,888800,13,6,0,0,10000
23298,888810,5,4,0,0,10000
23299,888900,8,0,0,0,10000
23300,888970,3,5,0,0,10000
23301,888990,30,0,0,0,10000
23302,889030,3,1,0,0,10000
23303,889040,67,13,0,0,10000
23304,889080,41,2,0,0,10000
23305,889100,2,0,0,0,10000
23306,889150,1,0,0,0,10000
23307,889170,24,5,0,0,10000
23308,889210,4,2,0,0,10000
23309,889220,24,3,0,0,35000
23310,889240,25,4,0,0,10000
23311,889260,8,0,0,0,10000
23312,889290,1,0,0,0,10000
23313,889320,26,3,0,0,10000
23314,889400,20,0,0,0,10000
23315,889450,6,0,0,0,10000
23316,889460,13,8,0,0,10000
23317,889470,2,3,0,0,10000
23318,889480,245,10,123,123,10000
23319,889510,306,52,84,84,10000
23320,889520,10,1,0,0,10000
23321,889530,7,1,0,0,10000
23322,889600,87,13,0,0,10000
23323,889720,12,6,0,0,10000
23324,889730,44,25,0,0,35000
23325,889740,44,3,0,0,10000
23326,889760,0,12,0,0,10000
23327,889770,92,13,0,0,10000
23328,889790,0,1,0,0,10000
23329,889850,5,4,0,0,10000
23330,889970,1,2,0,0,10000
23331,889990,1,2,0,0,10000
23332,890070,78,3,0,0,10000
23333,890110,20,9,0,0,10000
23334,890130,4,1,0,0,10000
23335,890180,30,33,0,0,10000
23336,890210,0,1,0,0,10000
23337,890220,47,5,0,0,10000
23338,890280,10,0,0,0,10000
23339,890300,22,3,0,0,10000
23340,890310,13,0,0,0,10000
23341,890340,6,1,0,0,10000
23342,890400,71,44,0,0,35000
23343,890470,1,0,0,0,10000
23344,890500,23,12,0,0,10000
23345,890570,129,17,0,0,10000
23346,890590,9,2,0,0,10000
23347,890630,3,0,0,0,10000
23348,890640,6,3,0,0,10000
23349,890680,0,1,0,0,10000
23350,890710,30,17,0,0,10000
23351,890740,4,0,0,0,10000
23352,890750,48,0,0,0,10000
23353,890780,6,8,0,0,10000
23354,890800,16,39,0,0,35000
23355,890820,40,55,0,0,35000
23356,890880,223,34,0,0,75000
23357,890900,1,0,0,0,10000
23358,890910,1,1,0,0,10000
23359,890920,152,150,0,0,75000
23360,890930,5,4,0,0,10000
23361,890940,7,2,0,0,10000
23362,890970,63,16,0,0,10000
23363,891050,2,1,0,0,10000
23364,891090,4,2,0,0,10000
23365,891100,19,8,0,0,10000
23366,891110,7,0,0,0,10000
23367,891120,2,2,0,0,10000
23368,891130,88,6,0,0,10000
23369,891150,3,2,0,0,10000
23370,891180,6,2,0,0,10000
23371,891190,7,4,0,0,10000
23372,891200,14,10,0,0,10000
23373,891220,468,85,0,0,75000
23374,891270,1,3,0,0,10000
23375,891310,17,8,0,0,10000
23376,891320,3,3,0,0,10000
23377,891330,1,3,0,0,10000
23378,891340,4,0,0,0,10000
23379,891350,12,10,0,0,10000
23380,891380,3,1,0,0,10000
23381,891470,1,0,0,0,10000
23382,891510,286,5,0,0,10000
23383,891570,4,1,0,0,10000
23384,891580,2,0,0,0,10000
23385,891590,12,7,0,0,10000
23386,891600,5,2,0,0,10000
23387,891610,3,1,0,0,10000
23388,891620,5,5,0,0,10000
23389,891640,5,3,0,0,10000
23390,891650,6,5,0,0,10000
23391,891670,3,0,0,0,10000
23392,891700,1,7,0,0,10000
23393,891710,4,0,0,0,10000
23394,891720,9,4,0,0,10000
23395,891790,47,2,0,0,10000
23396,891850,5,0,0,0,10000
23397,891860,40,14,0,0,35000
23398,891870,11,3,0,0,10000
23399,891890,14,1,0,0,10000
23400,891920,45,0,0,0,10000
23401,891950,34,23,0,0,35000
23402,891960,14,1,0,0,10000
23403,892020,3,5,0,0,10000
23404,892130,3,7,0,0,10000
23405,892170,2,2,0,0,10000
23406,892180,3,1,0,0,10000
23407,892210,3,0,0,0,10000
23408,892380,71,6,0,0,10000
23409,892420,404,164,43632,71857,35000
23410,892440,6,3,0,0,10000
23411,892470,5,0,0,0,10000
23412,892490,4,2,0,0,10000
23413,892510,125,35,0,0,10000
23414,892550,28,7,0,0,10000
23415,892560,24,1,0,0,10000
23416,892630,532,124,0,0,75000
23417,892640,2,0,0,0,10000
23418,892650,158,102,30,30,10000
23419,892690,28,4,0,0,10000
23420,892760,136,40,0,0,10000
23421,892780,15,3,0,0,10000
23422,892830,15,1,0,0,10000
23423,892880,8,1,0,0,10000
23424,892900,2,3,0,0,10000
23425,892910,2,1,0,0,10000
23426,892930,6,2,0,0,10000
23427,892960,4,1,0,0,10000
23428,893010,203,47,0,0,10000
23429,893020,102,25,0,0,10000
23430,893030,1133,95,21,21,35000
23431,893040,12,20,0,0,10000
23432,893050,12,2,0,0,10000
23433,893060,13,17,0,0,10000
23434,893070,9,11,0,0,10000
23435,893090,4,1,0,0,10000
23436,893140,2,4,0,0,10000
23437,893150,8,14,0,0,10000
23438,893170,0,1,0,0,10000
23439,893180,1073,187,355,355,35000
23440,893330,39,24,0,0,10000
23441,893350,1,0,0,0,10000
23442,893390,92,14,0,0,35000
23443,893450,4,2,0,0,10000
23444,893460,2,3,0,0,10000
23445,893470,30,1,0,0,10000
23446,893480,1,0,0,0,10000
23447,893490,2,0,0,0,10000
23448,893510,6,19,0,0,10000
23449,893520,4323,1127,459,178,750000
23450,893560,20,5,0,0,10000
23451,893570,13,9,0,0,10000
23452,893590,2,4,0,0,10000
23453,893610,22,0,0,0,10000
23454,893620,13,2,0,0,10000
23455,893640,3,1,0,0,10000
23456,893650,1,3,0,0,10000
23457,893680,311,43,190,190,10000
23458,893690,27,0,0,0,10000
23459,893710,4,0,0,0,10000
23460,893730,121,4,0,0,75000
23461,893740,4,0,0,0,10000
23462,893790,64,0,0,0,10000
23463,893870,31,18,0,0,10000
23464,893940,1,1,0,0,10000
23465,893960,25,2,0,0,10000
23466,894000,31,1,0,0,10000
23467,894010,6,7,0,0,10000
23468,894050,16,7,0,0,10000
23469,894070,2,2,0,0,10000
23470,894110,6,5,0,0,10000
23471,894120,3,0,0,0,10000
23472,894160,1,0,0,0,10000
23473,894270,24,8,0,0,10000
23474,894310,3,0,0,0,10000
23475,894330,10,1,0,0,10000
23476,894340,6,7,0,0,10000
23477,894380,9,3,0,0,10000
23478,894390,24,13,0,0,10000
23479,894420,7,0,0,0,10000
23480,894450,3,3,0,0,10000
23481,894460,43,2,0,0,10000
23482,894540,24,5,0,0,10000
23483,894570,2,0,0,0,10000
23484,894630,50,14,0,0,10000
23485,894730,4,3,0,0,10000
23486,894740,2,1,0,0,10000
23487,894750,7,1,0,0,10000
23488,894790,2,0,0,0,10000
23489,894820,1,1,0,0,10000
23490,894830,54,29,0,0,35000
23491,894890,2,0,0,0,10000
23492,894900,6,17,0,0,10000
23493,894920,12,8,0,0,10000
23494,894930,23,4,0,0,10000
23495,895060,53,17,0,0,10000
23496,895080,14,19,0,0,10000
23497,895120,13,2,0,0,10000
23498,895140,150,13,0,0,10000
23499,895150,153,154,0,0,75000
23500,895170,5,2,0,0,10000
23501,895180,3,2,0,0,10000
23502,895210,0,2,0,0,10000
23503,895220,293,30,0,0,10000
23504,895330,8,1,0,0,10000
23505,895360,1,0,0,0,10000
23506,895370,4,0,0,0,10000
23507,895380,0,2,0,0,10000
23508,895420,12,0,0,0,10000
23509,895430,6,27,0,0,10000
23510,895470,23,4,0,0,10000
23511,895550,1,7,0,0,10000
23512,895570,1,1,0,0,10000
23513,895580,2,5,0,0,10000
23514,895600,66,5,0,0,10000
23515,895610,4,0,0,0,10000
23516,895650,6,1,0,0,10000
23517,895670,100,22,0,0,10000
23518,895710,0,1,0,0,10000
23519,895750,5,7,0,0,10000
23520,895820,9,0,0,0,10000
23521,895850,11,8,0,0,10000
23522,895860,9,3,0,0,10000
23523,895890,5,1,0,0,10000
23524,895920,140,53,9,9,10000
23525,895930,3,0,0,0,10000
23526,895940,1,0,0,0,10000
23527,895960,0,1,0,0,10000
23528,895980,4,4,0,0,10000
23529,895990,24,2,0,0,10000
23530,896030,52,17,0,0,10000
23531,896040,52,2,0,0,10000
23532,896070,9,2,0,0,10000
23533,896110,4,0,0,0,10000
23534,896160,493,139,0,0,35000
23535,896170,17,2,0,0,10000
23536,896180,0,2,0,0,10000
23537,896220,1,3,0,0,10000
23538,896240,1,1,0,0,10000
23539,896340,29,7,0,0,10000
23540,896350,1,0,0,0,10000
23541,896370,2,1,0,0,10000
23542,896380,27,16,0,0,10000
23543,896400,6,0,0,0,10000
23544,896420,1,0,0,0,10000
23545,896460,159,1,0,0,10000
23546,896500,9,4,0,0,10000
23547,896510,17,9,0,0,10000
23548,896550,10,0,0,0,10000
23549,896570,12,5,0,0,10000
23550,896590,177,55,0,0,75000
23551,896650,9,4,0,0,10000
23552,896700,7,12,0,0,10000
23553,896730,11,4,0,0,10000
23554,896850,4,2,0,0,10000
23555,896860,4,7,0,0,10000
23556,896880,17,4,0,0,10000
23557,896890,138,50,0,0,35000
23558,896960,16,6,0,0,10000
23559,896970,1,1,0,0,10000
23560,896990,1,1,0,0,10000
23561,897000,1,0,0,0,10000
23562,897010,1,0,0,0,10000
23563,897020,1,1,0,0,10000
23564,897030,234,45,0,0,10000
23565,897040,14,10,0,0,10000
23566,897100,4,2,0,0,10000
23567,897210,1,0,0,0,10000
23568,897270,10,1,0,0,10000
23569,897290,92,41,0,0,35000
23570,897300,19,7,0,0,10000
23571,897330,1154,45,1541,1541,350000
23572,897360,2,0,0,0,10000
23573,897390,2,6,0,0,10000
23574,897400,2,6,0,0,10000
23575,897420,3,3,0,0,10000
23576,897440,74,23,0,0,10000
23577,897530,2,0,0,0,10000
23578,897550,11,6,0,0,10000
23579,897630,41,6,0,0,10000
23580,897690,32,0,0,0,10000
23581,897700,7,3,0,0,10000
23582,897760,26,6,0,0,10000
23583,897770,1,1,0,0,10000
23584,897800,25,2,0,0,10000
23585,897820,454,124,128,171,75000
23586,897830,5,2,0,0,10000
23587,897880,1,0,0,0,10000
23588,897910,2,1,0,0,10000
23589,897940,7,0,0,0,10000
23590,897950,2,1,0,0,10000
23591,898000,59,47,0,0,10000
23592,898040,1,1,0,0,10000
23593,898080,37,5,0,0,10000
23594,898090,20,2,0,0,10000
23595,898120,2,2,0,0,10000
23596,898160,79,24,0,0,10000
23597,898170,1,1,0,0,10000
23598,898180,6,15,0,0,35000
23599,898240,3,1,0,0,10000
23600,898250,1,1,0,0,10000
23601,898260,10,0,0,0,10000
23602,898290,4,0,0,0,10000
23603,898320,0,4,0,0,10000
23604,898340,1,3,0,0,10000
23605,898380,8,23,0,0,10000
23606,898440,2,0,0,0,10000
23607,898450,91,4,0,0,10000
23608,898460,9,7,0,0,10000
23609,898530,4,10,0,0,10000
23610,898540,3,17,0,0,10000
23611,898580,40,3,0,0,10000
23612,898590,49,42,0,0,35000
23613,898650,274,47,0,0,35000
23614,898680,2,1,0,0,10000
23615,898690,0,1,0,0,10000
23616,898740,60,21,0,0,10000
23617,898760,1,7,0,0,10000
23618,898780,63,4,0,0,10000
23619,898830,5,0,0,0,10000
23620,898930,5,4,0,0,10000
23621,898940,5,2,0,0,10000
23622,898980,58,30,0,0,10000
23623,899000,3,0,0,0,10000
23624,899020,2,1,0,0,10000
23625,899090,1,0,0,0,10000
23626,899100,20,2,0,0,10000
23627,899180,24,2,0,0,10000
23628,899190,63,4,0,0,10000
23629,899200,4,3,0,0,10000
23630,899220,2,1,0,0,10000
23631,899240,1,3,0,0,10000
23632,899270,27,0,0,0,10000
23633,899290,73,4,0,0,10000
23634,899340,8,0,0,0,10000
23635,899370,6,2,0,0,10000
23636,899390,52,9,0,0,10000
23637,899440,1882,562,1373,1373,75000
23638,899480,43,24,0,0,10000
23639,899530,15,7,0,0,10000
23640,899540,29,11,0,0,10000
23641,899570,0,10,0,0,10000
23642,899590,14,3,0,0,10000
23643,899610,151,6,0,0,10000
23644,899620,4,11,0,0,10000
23645,899760,59,5,0,0,10000
23646,899930,92,37,0,0,35000
23647,899940,38,14,0,0,10000
23648,899960,46,5,0,0,10000
23649,899970,1527,29,206,412,75000
23650,899990,2,2,0,0,10000
23651,900010,174,47,0,0,10000
23652,900020,1,3,0,0,10000
23653,900050,36,8,0,0,10000
23654,900270,86,0,0,0,10000
23655,900340,6,5,0,0,10000
23656,900370,7,1,0,0,10000
23657,900380,2,0,0,0,10000
23658,900390,1,0,0,0,10000
23659,900790,30,2,0,0,10000
23660,901000,2,0,0,0,10000
23661,901020,1,0,0,0,10000
23662,903040,18,10,0,0,10000
23663,903070,11,6,0,0,10000
23664,903150,18,0,0,0,10000
23665,903160,18,8,0,0,10000
23666,903180,9,0,0,0,10000
23667,903200,1,0,0,0,10000
23668,903580,10,0,0,0,10000
23669,903620,4,2,0,0,10000
23670,903640,3,1,0,0,10000
23671,903670,2,13,0,0,10000
23672,903680,1,1,0,0,10000
23673,903710,24,9,0,0,10000
23674,903730,96,42,0,0,75000
23675,903740,6,11,0,0,10000
23676,903760,3,4,0,0,10000
23677,903780,9,0,0,0,10000
23678,903790,3,0,0,0,10000
23679,903830,17,4,0,0,10000
23680,903850,9,0,0,0,10000
23681,904050,5,2,0,0,10000
23682,904130,24,3,0,0,10000
23683,904160,12,3,0,0,10000
23684,904300,11,3,0,0,10000
23685,904310,241,104,0,0,10000
23686,904320,138,4,0,0,10000
23687,904340,2,1,0,0,10000
23688,904430,0,1,0,0,10000
23689,904440,25,10,0,0,10000
23690,904500,16,1,0,0,10000
23691,904530,5,0,0,0,10000
23692,904540,45,9,1075,1075,10000
23693,904550,4,16,0,0,10000
23694,904560,2,3,0,0,10000
23695,904570,76,4,0,0,10000
23696,904600,9,12,0,0,10000
23697,904680,1,1,0,0,10000
23698,904740,567,24,0,0,75000
23699,904770,1,0,0,0,10000
23700,904780,12,6,0,0,10000
23701,904800,5,7,0,0,10000
23702,904810,8,1,0,0,10000
23703,904820,8,6,0,0,10000
23704,904860,19,10,0,0,10000
23705,904890,18,3,0,0,10000
23706,904930,4,5,0,0,10000
23707,904940,13,0,0,0,10000
23708,904950,2,4,0,0,10000
23709,904960,28,5,0,0,10000
23710,904990,60,52,0,0,35000
23711,905010,2,0,0,0,10000
23712,905020,1,1,0,0,10000
23713,905060,21,10,0,0,10000
23714,905090,45,16,0,0,10000
23715,905120,1,0,0,0,10000
23716,905130,2,1,0,0,10000
23717,905150,27,4,0,0,10000
23718,905180,2,3,0,0,10000
23719,905200,3,17,0,0,10000
23720,905220,6,0,0,0,10000
23721,905230,37,90,0,0,35000
23722,905260,0,1,0,0,10000
23723,905300,1,4,0,0,35000
23724,905330,15,2,0,0,10000
23725,905350,11,3,0,0,10000
23726,905370,259,235,0,0,10000
23727,905380,10,0,0,0,10000
23728,905450,93,47,0,0,10000
23729,905460,3,0,0,0,10000
23730,905510,4,0,0,0,10000
23731,905590,0,1,0,0,10000
23732,905640,422,431,0,0,350000
23733,905650,33,15,0,0,10000
23734,905660,189,25,0,0,10000
23735,905670,14,7,0,0,10000
23736,905690,195,88,0,0,75000
23737,905790,3,7,0,0,10000
23738,905800,18,2,0,0,10000
23739,905860,1,1,0,0,10000
23740,905870,5,2,0,0,10000
23741,905880,5,1,0,0,10000
