,appid,positive_ratings,negative_ratings,average_playtime,median_playtime,owners
0,10,124534,3339,17612,317,15000000
1,20,3318,633,277,62,7500000
2,30,3416,398,187,34,7500000
3,40,1273,267,258,184,7500000
4,50,5250,288,624,415,7500000
5,60,2758,684,175,10,7500000
6,70,27755,1100,1300,83,7500000
7,80,12120,1439,427,43,15000000
8,130,3822,420,361,205,7500000
9,220,67902,2419,691,402,15000000
10,240,76640,3497,6842,400,15000000
11,280,3767,1053,190,214,3500000
12,300,10489,1210,1356,134,7500000
13,320,6020,787,311,32,15000000
14,340,5783,1020,46,29,15000000
15,360,1362,473,102,81,7500000
16,380,7908,517,281,184,7500000
17,400,51801,1080,288,137,15000000
18,420,13902,696,354,301,7500000
19,440,515879,34036,8495,623,35000000
20,500,17951,948,897,278,7500000
21,550,251789,8418,1615,566,15000000
22,570,863507,142079,23944,801,150000000
23,620,138220,1891,1102,520,15000000
24,630,17435,941,371,83,3500000
25,730,2644404,402313,22494,6502,75000000
26,1002,40,17,0,0,35000
27,1200,1562,223,232,258,750000
28,1250,53710,2649,1328,306,3500000
29,1300,468,61,0,0,150000
30,1500,472,158,182,273,750000
31,1510,1602,152,65,77,750000
32,1520,2057,344,80,119,750000
33,1530,368,75,121,224,750000
34,1600,140,44,0,0,75000
35,1610,112,26,0,0,75000
36,1630,451,108,0,0,150000
37,1640,490,152,9,12,150000
38,1670,137,102,0,0,35000
39,1690,191,85,35,35,75000
40,1700,671,106,11,21,150000
41,1840,15083,1111,239,77,1500000
42,1900,498,238,405,414,1500000
43,1930,2656,1055,484,422,1500000
44,2100,4386,316,634,700,1500000
45,2200,1362,66,123,103,350000
46,2210,891,171,36,32,350000
47,2270,1773,87,69,110,350000
48,2280,3705,257,125,179,750000
49,2290,573,82,120,114,350000
50,2300,2517,182,90,78,750000
51,2310,2618,136,167,189,350000
52,2320,1369,107,291,349,350000
53,2330,65,12,32,32,350000
54,2340,54,33,1,1,350000
55,2350,108,31,0,0,350000
56,2360,249,26,50,50,350000
57,2370,57,20,0,0,150000
58,2390,417,29,0,0,350000
59,2400,4819,792,233,239,1500000
60,2450,662,204,193,193,150000
61,2500,973,248,186,258,750000
62,2520,52,46,0,0,75000
63,2590,610,523,0,0,350000
64,2600,6161,362,350,202,750000
65,2610,740,87,462,889,75000
66,2620,1555,117,545,849,350000
67,2630,2434,236,750,1041,350000
68,2640,490,97,0,0,350000
69,2710,180,33,0,0,35000
70,2720,31,9,0,0,35000
71,2780,145,77,0,0,35000
72,2800,212,50,732,732,350000
73,2810,282,113,831,1232,350000
74,2820,1633,272,972,1273,750000
75,2840,142,48,648,648,350000
76,2850,57,18,13,13,35000
77,2870,2832,4032,1744,3386,350000
78,2900,52,17,0,0,35000
79,2910,127,31,0,0,75000
80,2920,33,14,0,0,35000
81,2990,5438,343,293,351,750000
82,3010,139,39,939,939,35000
83,3020,793,198,46,60,150000
84,3050,71,36,0,0,35000
85,3130,294,69,0,0,350000
86,3170,482,53,1422,1429,350000
87,3230,30,94,0,0,35000
88,3260,256,172,1,1,75000
89,3270,429,137,270,270,350000
90,3330,437,37,267,267,150000
91,3410,71,28,0,0,35000
92,3480,1106,66,214,254,350000
93,3483,707,58,1,1,350000
94,3490,10,2,0,0,35000
95,3500,10,3,0,0,35000
96,3510,21,8,0,0,35000
97,3520,11,5,0,0,35000
98,3530,23,7,0,0,35000
99,3540,368,24,237,237,350000
100,3560,98,18,0,0,35000
101,3570,8,5,0,0,35000
102,3580,15,3,0,0,35000
103,3590,14630,454,480,374,1500000
104,3600,97,57,0,0,75000
105,3610,8,3,0,0,35000
106,3620,435,28,0,0,150000
107,3700,1181,377,262,371,750000
108,3710,559,79,8,8,75000
109,3720,1847,95,287,318,350000
110,3730,1434,219,20,24,350000
111,3800,260,71,0,0,75000
112,3810,369,110,111,111,75000
113,3820,259,103,771,771,75000
114,3830,8204,456,491,232,3500000
115,3900,1394,129,49,64,1500000
116,3910,2578,405,1166,13,3500000
117,3920,2641,193,296,436,750000
118,3960,39,49,0,0,35000
119,3980,184,65,0,0,75000
120,3990,121,20,0,0,1500000
121,4000,363721,16433,12422,1875,15000000
122,4100,4,5,0,0,10000
123,4230,119,43,0,0,350000
124,4290,4,2,0,0,10000
125,4300,43,14,78,78,35000
126,4420,57,36,0,0,35000
127,4460,77,41,0,0,35000
128,4470,31,17,0,0,35000
129,4500,11039,570,493,360,1500000
130,4520,106,60,124,244,150000
131,4530,76,38,1,1,150000
132,4560,4772,320,175,186,3500000
133,4570,3485,206,309,340,1500000
134,4580,2849,133,543,620,1500000
135,4700,10270,605,469,361,3500000
136,4720,1243,221,312,312,350000
137,4760,7806,562,897,1192,1500000
138,4770,331,131,33,33,750000
139,4780,585,30,0,0,350000
140,4800,259,46,0,0,75000
141,4850,1081,143,1134,1208,150000
142,4870,102,22,0,0,150000
143,4880,170,66,1,1,150000
144,4890,246,138,71,71,150000
145,4900,122,17,0,0,10000
146,4920,8372,1498,627,253,1500000
147,6000,6392,379,369,265,1500000
148,6010,597,31,419,804,150000
149,6020,5684,330,1254,174,1500000
150,6030,2020,219,127,180,1500000
151,6040,575,55,801,801,150000
152,6060,29149,2425,618,320,3500000
153,6080,272,38,17,17,35000
154,6090,115,18,100,100,35000
155,6120,1749,227,255,363,350000
156,6200,1025,164,21,21,150000
157,6210,91,33,0,0,35000
158,6220,1977,186,78,96,350000
159,6250,460,107,0,0,75000
160,6270,77,100,0,0,35000
161,6300,588,89,20,20,150000
162,6310,1152,102,14,19,350000
163,6370,1365,226,70,102,750000
164,6400,100,15,0,0,35000
165,6420,474,90,0,0,75000
166,6510,569,178,74,74,350000
167,6550,1462,1052,90,90,350000
168,6800,1561,213,63,70,750000
169,6810,404,71,12,14,750000
170,6830,1333,238,201,302,750000
171,6840,421,265,14,20,750000
172,6850,1514,260,63,58,1500000
173,6860,5864,391,435,365,1500000
174,6870,316,113,0,0,350000
175,6880,1732,846,20,25,1500000
176,6900,1186,450,62,43,1500000
177,6910,6242,347,324,245,1500000
178,6920,649,433,24,31,750000
179,6980,1135,210,254,368,750000
180,7000,1656,243,714,725,750000
181,7010,175,61,0,0,75000
182,7020,248,15,0,0,75000
183,7110,809,279,0,0,350000
184,7200,963,55,4774,4774,150000
185,7210,236,90,14,14,150000
186,7220,86,65,0,0,150000
187,7260,69,54,0,0,35000
188,7340,8,4,0,0,10000
189,7510,1566,981,313,341,750000
190,7520,3054,2051,327,403,750000
191,7530,153,194,320,330,350000
192,7600,1114,570,165,253,750000
193,7610,355,153,46,46,350000
194,7620,420,82,1244,1261,350000
195,7650,385,32,66,82,750000
196,7660,417,53,18,18,750000
197,7730,57,54,0,0,750000
198,7760,2165,136,2235,2224,1500000
199,7770,146,138,0,0,750000
200,7830,1664,257,0,0,350000
201,7840,34,50,0,0,35000
202,7860,539,270,113,113,150000
203,7940,8725,821,1417,1503,1500000
204,8000,1964,389,239,280,750000
205,8080,1223,724,209,209,350000
206,8100,89,103,0,0,75000
207,8140,1779,594,313,565,750000
208,8170,1028,542,132,132,350000
209,8190,33636,3231,519,272,3500000
210,8310,78,71,0,0,150000
211,8320,44,33,0,0,150000
212,8330,69,77,0,0,150000
213,8340,218,25,0,0,150000
214,8400,583,62,109,109,150000
215,8500,8317,2832,5123,230,1500000
216,8600,1684,348,1636,218,1500000
217,8790,174,16,0,0,75000
218,8800,1396,66,108,108,1500000
219,8870,79442,3846,614,519,3500000
220,8880,197,150,16,16,350000
221,8890,121,28,23,23,350000
222,8930,129030,5565,4760,1797,7500000
223,8970,35,14,0,0,35000
224,9000,200,36,0,0,350000
225,9010,3084,276,32,48,350000
226,9030,143,15,88,91,350000
227,9040,205,13,129,152,350000
228,9050,2633,376,362,394,350000
229,9060,173,39,10,10,350000
230,9160,310,69,7,12,750000
231,9180,737,51,145,145,350000
232,9200,9394,2882,559,392,1500000
233,9310,606,76,213,365,750000
234,9340,579,52,79,106,3500000
235,9350,1065,162,306,306,1500000
236,9420,4969,174,803,1067,1500000
237,9450,4887,286,1433,1629,1500000
238,9460,378,229,154,154,350000
239,9480,9442,2881,322,81,3500000
240,9500,160,94,23,23,350000
241,9710,42,54,0,0,75000
242,9760,157,38,0,0,35000
243,9800,428,145,64,84,150000
244,9850,82,56,0,0,35000
245,9880,2081,823,12952,724,1500000
246,9900,7639,2391,2514,638,1500000
247,9940,746,149,222,360,75000
248,9960,9,13,0,0,10000
249,9970,5,24,0,0,10000
250,9980,48,24,23,23,35000
251,10090,19595,1483,2331,1108,1500000
252,10100,125,32,10,19,150000
253,10110,143,42,10,10,150000
254,10120,14,16,0,0,10000
255,10130,623,159,0,0,150000
256,10140,50,28,0,0,10000
257,10150,3702,904,645,1001,750000
258,10180,30006,2826,999,580,7500000
259,10220,641,1101,411,411,75000
260,10230,25,63,0,0,10000
261,10240,15,10,0,0,10000
262,10250,12,12,0,0,10000
263,10260,5,10,0,0,10000
264,10270,618,252,889,889,75000
265,10460,47,50,0,0,35000
266,10500,14928,1719,3176,1385,3500000
267,10680,9448,1186,170,168,1500000
268,11020,8252,1244,902,87,3500000
269,11040,114,43,0,0,150000
270,11050,94,45,0,0,35000
271,11130,59,130,0,0,150000
272,11140,178,49,0,0,150000
273,11150,98,54,0,0,75000
274,11190,300,94,0,0,150000
275,11200,328,239,355,374,350000
276,11230,351,142,46,49,75000
277,11240,299,310,15,15,350000
278,11250,20,9,0,0,75000
279,11260,78,56,0,0,75000
280,11280,902,129,91,97,150000
281,11330,586,130,41,69,150000
282,11340,523,161,76,108,150000
283,11360,433,148,36,36,150000
284,11450,3439,276,304,304,1500000
285,11480,273,61,0,0,150000
286,11560,69,44,0,0,35000
287,11590,175,301,119,176,350000
288,12100,4718,750,98,63,1500000
289,12110,9817,819,209,93,3500000
290,12120,26877,3243,807,249,3500000
291,12130,816,433,99,101,350000
292,12140,3926,435,316,316,750000
293,12150,2506,172,175,175,750000
294,12170,199,30,7,7,750000
295,12180,184,17,3,4,750000
296,12200,8504,1764,319,225,1500000
297,12210,35240,18926,1255,634,3500000
298,12220,6401,2345,508,112,3500000
299,12310,57,14,0,0,35000
300,12320,1489,319,337,404,350000
301,12330,256,59,0,0,150000
302,12340,46,27,0,0,35000
303,12360,1967,394,37,71,350000
304,12390,51,44,0,0,10000
305,12420,12,41,0,0,10000
306,12430,31,69,2,2,10000
307,12440,23,17,0,0,35000
308,12450,12,8,0,0,35000
309,12460,85,76,0,0,35000
310,12470,174,95,203,203,75000
311,12480,86,67,0,0,35000
312,12500,561,80,52,52,150000
313,12510,18,89,0,0,35000
314,12520,245,111,0,0,75000
315,12530,29,9,0,0,35000
316,12540,21,6,0,0,35000
317,12560,15,26,0,0,35000
318,12590,25,24,0,0,35000
319,12600,10,27,0,0,35000
320,12640,238,72,0,0,150000
321,12670,14,6,0,0,10000
322,12710,946,75,446,256,750000
323,12770,365,178,88,147,350000
324,12790,132,182,0,0,75000
325,12810,2116,306,197,119,1500000
326,12830,1024,580,413,417,750000
327,13000,48,4,121,121,10000
328,13140,1515,723,12,13,750000
329,13200,240,100,682,682,350000
330,13210,2414,278,542,239,750000
331,13230,2211,66,414,496,350000
332,13240,2134,65,565,924,350000
333,13250,1228,132,67,41,750000
334,13500,657,101,307,312,350000
335,13520,3099,609,126,229,750000
336,13530,365,109,205,205,350000
337,13540,371,106,0,0,350000
338,13560,900,147,28,28,350000
339,13570,1777,140,22,22,350000
340,13580,356,454,0,0,350000
341,13600,831,122,167,167,350000
342,13620,34,2,2,2,150000
343,15000,80,79,20,20,150000
344,15080,239,80,29,29,35000
345,15100,5743,1162,360,476,750000
346,15120,2582,456,1349,1936,750000
347,15130,1823,186,355,448,350000
348,15160,76,38,0,0,10000
349,15170,1258,183,396,396,350000
350,15190,624,100,69,69,150000
351,15200,234,128,134,134,75000
352,15210,685,113,0,0,150000
353,15240,70,24,0,0,75000
354,15270,272,40,0,0,35000
355,15300,536,45,476,476,150000
356,15320,1287,185,1812,1812,350000
357,15370,759,66,6679,6679,350000
358,15380,84,21,19,19,350000
359,15390,823,98,346,346,150000
360,15400,89,21,0,0,35000
361,15500,402,135,0,0,150000
362,15520,547,103,151,151,150000
363,15560,747,252,136,136,350000
364,15620,5626,755,628,293,3500000
365,15700,2739,442,387,217,3500000
366,15710,806,48,67,67,350000
367,15740,437,155,3,3,350000
368,15750,759,139,98,98,350000
369,15800,1,1,0,0,10000
370,15900,92,29,0,0,35000
371,15910,6,3,0,0,10000
372,15920,7,14,0,0,35000
373,15930,52,14,102,102,35000
374,15960,73,35,0,0,35000
375,15970,29,14,0,0,10000
376,16000,20,29,0,0,10000
377,16020,30,23,0,0,35000
378,16030,57,21,0,0,35000
379,16040,29,14,0,0,10000
380,16060,26,25,0,0,35000
381,16100,20,7,0,0,10000
382,16110,11,3,0,0,10000
383,16120,48,5,0,0,10000
384,16130,35,8,0,0,10000
385,16180,32,7,0,0,10000
386,16200,20,7,0,0,10000
387,16450,3274,509,301,367,1500000
388,16500,10,1,0,0,10000
389,16600,169,33,382,382,75000
390,16620,21,13,0,0,10000
391,16710,308,110,264,265,150000
392,16720,1219,832,9,10,350000
393,16730,1095,1000,90,90,350000
394,16810,330,95,1,1,1500000
395,16900,599,143,0,0,35000
396,17080,6470,1738,128,75,3500000
397,17100,180,38,0,0,75000
398,17120,54,13,0,0,35000
399,17140,113,38,0,0,35000
400,17180,15,6,0,0,10000
401,17300,6075,1277,313,105,1500000
402,17330,1694,312,18,29,750000
403,17390,15101,2014,1142,764,3500000
404,17410,17880,2341,260,172,3500000
405,17430,2351,1081,916,1046,350000
406,17440,481,100,171,240,750000
407,17450,6207,468,2061,2889,750000
408,17460,10107,666,612,633,1500000
409,17470,9136,1049,295,178,3500000
410,17480,4390,855,575,395,750000
411,17500,5267,914,948,86,750000
412,17570,3839,582,117,197,750000
413,17710,1675,441,971,1184,350000
414,17740,663,115,701,1378,150000
415,18000,394,42,7,7,350000
416,18020,118,23,0,0,350000
417,18040,540,34,1008,1008,150000
418,18050,125,18,0,0,75000
419,18070,149,37,14,14,150000
420,18120,190,48,37,37,75000
421,18300,297,101,126,126,75000
422,18400,97,108,66,66,150000
423,18420,98,24,0,0,75000
424,18470,53,23,0,0,35000
425,18480,53,37,1,1,35000
426,18500,3307,113,455,686,750000
427,18600,12,10,0,0,10000
428,18700,735,327,17,22,350000
429,18820,652,173,373,373,150000
430,19000,480,437,58,73,150000
431,19020,16,8,0,0,10000
432,19030,70,22,0,0,10000
433,19080,1,13,0,0,10000
434,19200,226,190,39,63,150000
435,19320,6,8,0,0,10000
436,19500,16,47,9,9,10000
437,19800,303,53,164,164,150000
438,19830,811,71,43,61,150000
439,19900,5292,1739,257,229,1500000
440,19980,948,266,305,399,350000
441,20200,6,10,0,0,10000
442,20510,5550,903,716,779,750000
443,20530,1327,151,79,107,750000
444,20540,1337,101,226,133,3500000
445,20550,354,313,0,0,750000
446,20570,1645,164,186,249,1500000
447,20700,50,15,12,12,10000
448,20710,55,12,14,14,35000
449,20820,963,64,31,51,350000
450,20900,26380,4217,773,335,3500000
451,20920,36427,4710,838,320,3500000
452,21000,1050,242,490,716,350000
453,21010,227,120,0,0,35000
454,21030,97,51,0,0,35000
455,21090,6371,438,389,498,1500000
456,21100,5349,2030,310,298,1500000
457,21130,1672,460,518,989,350000
458,21300,19,8,0,0,10000
459,21400,10,5,0,0,10000
460,21500,5,3,0,0,10000
461,21640,110,34,0,0,35000
462,21660,295,126,0,0,150000
463,21670,649,247,20,30,350000
464,21680,453,287,15,16,350000
465,21690,9250,1618,868,532,1500000
466,21780,367,46,0,0,35000
467,21800,276,108,384,655,150000
468,21980,1121,232,13,13,350000
469,22000,3455,237,194,277,1500000
470,22100,3205,291,415,597,1500000
471,22120,1396,79,188,189,350000
472,22130,220,48,0,0,75000
473,22180,1660,164,37,43,750000
474,22200,1980,356,307,307,350000
475,22230,2604,244,235,231,350000
476,22300,9921,2709,588,617,750000
477,22310,466,240,29,29,75000
478,22320,9571,540,1135,1183,1500000
479,22330,13827,826,1307,630,1500000
480,22350,3493,2331,181,99,1500000
481,22370,17742,4495,1242,1076,3500000
482,22380,66756,3149,2485,1431,3500000
483,22450,498,213,28,28,150000
484,22500,125,19,0,0,35000
485,22600,2478,430,327,420,750000
486,22610,776,307,7,7,350000
487,22650,478,226,96,96,350000
488,22670,242,90,1,1,350000
489,23150,13,5,0,0,10000
490,23300,102,64,0,0,150000
491,23380,124,113,73,73,150000
492,23400,191,45,102,102,150000
493,23420,123,52,4975,4975,75000
494,23450,354,138,319,319,350000
495,23460,83,19,0,0,35000
496,23490,1338,176,291,425,1500000
497,23500,120,136,0,0,35000
498,23530,731,95,253,380,75000
499,23600,69,24,0,0,35000
500,23700,139,102,175,175,150000
501,24010,8573,5336,287,385,1500000
502,24200,10138,2654,2990,3851,3500000
503,24240,34645,2533,444,248,3500000
504,24400,307,113,6,6,350000
505,24410,13,11,0,0,35000
506,24420,1008,133,48,64,350000
507,24460,13,20,13,13,75000
508,24480,188,169,46,46,150000
509,24640,14,29,0,0,35000
510,24650,13,17,0,0,35000
511,24670,498,364,31,31,150000
512,24720,1943,453,1905,2286,750000
513,24740,9739,1487,431,576,1500000
514,24780,3110,959,228,289,1500000
515,24790,2292,295,646,693,750000
516,24800,1449,362,136,205,1500000
517,24810,1070,76,0,0,350000
518,24840,1725,461,28,28,350000
519,24870,1101,415,339,456,350000
520,24960,23093,3877,1200,671,3500000
521,24980,10675,542,1087,736,1500000
522,25000,3200,1315,777,1365,750000
523,25010,321,98,13,13,150000
524,25500,63,50,0,0,35000
525,25600,167,25,0,0,75000
526,25620,58,12,0,0,35000
527,25700,198,38,54,54,75000
528,25800,1191,245,736,1065,350000
529,25830,1018,89,35,35,150000
530,25850,76,29,27,27,75000
531,25890,3298,992,809,1364,750000
532,25900,1290,139,356,368,350000
533,25910,138,36,400,400,75000
534,25930,45,48,0,0,75000
535,25980,305,130,0,0,150000
536,25990,326,20,72,72,150000
537,26000,161,36,14,14,75000
538,26300,13,31,0,0,10000
539,26800,6529,386,178,251,1500000
540,26900,668,109,20,26,750000
541,27000,502,177,49,64,150000
542,27020,305,199,0,0,35000
543,27050,53,44,0,0,10000
544,27200,14,10,0,0,10000
545,27330,132,209,129,193,75000
546,27400,111,63,105,105,150000
547,27600,23,2,0,0,10000
548,27800,36,17,0,0,35000
549,27810,36,9,9,9,35000
550,27900,88,150,0,0,75000
551,27920,91,94,10,10,35000
552,27940,206,406,82,82,75000
553,28000,2822,1919,282,301,750000
554,29120,53,26,0,0,35000
555,29130,178,12,0,0,35000
556,29160,96,28,9,9,35000
557,29180,857,105,27,27,750000
558,29800,3277,868,120,160,350000
559,29900,337,96,0,0,75000
560,31270,1574,214,69,110,750000
561,31300,11,19,0,0,10000
562,31800,15,9,0,0,10000
563,31810,50,4,0,0,35000
564,31820,35,6,0,0,10000
565,31830,66,7,0,0,35000
566,31840,32,2,0,0,10000
567,31850,34,4,0,0,10000
568,31860,24,3,0,0,10000
569,31870,10,12,0,0,10000
570,31880,28,2,0,0,10000
571,31890,20,3,0,0,10000
572,31900,19,7,0,0,10000
573,31910,26,6,0,0,10000
574,31920,19,6,0,0,10000
575,31930,27,9,0,0,10000
576,31980,18,9,0,0,10000
577,32000,0,13,0,0,10000
578,32110,43,13,0,0,75000
579,32120,24,18,0,0,10000
580,32140,89,40,0,0,75000
581,32150,303,6,0,0,10000
582,32160,244,44,0,0,75000
583,32200,81,45,91,173,35000
584,32310,121,32,97,194,150000
585,32330,305,87,0,0,75000
586,32340,306,41,14,28,150000
587,32350,221,235,6,8,750000
588,32360,2156,115,58,94,750000
589,32370,11569,1590,660,400,3500000
590,32380,777,315,141,221,1500000
591,32390,366,192,30,30,750000
592,32400,1501,171,99,101,1500000
593,32410,37,16,0,0,35000
594,32420,166,279,2,2,750000
595,32430,2287,1389,195,175,1500000
596,32440,3033,256,243,266,750000
597,32450,163,58,0,0,75000
598,32460,1194,63,0,0,350000
599,32470,6526,396,395,219,1500000
600,32500,1880,1348,249,365,1500000
601,32510,825,140,196,294,350000
602,32610,50,36,0,0,10000
603,32620,220,24,0,0,35000
604,32630,166,26,0,0,35000
605,32640,121,11,0,0,35000
606,32650,58,14,0,0,35000
607,32660,41,14,0,0,10000
608,32670,258,23,0,0,35000
609,32680,167,17,0,0,35000
610,32710,27,8,0,0,35000
611,32720,36,13,0,0,35000
612,32730,47,27,0,0,35000
613,32740,33,8,0,0,35000
614,32750,93,16,0,0,35000
615,32760,102,15,0,0,35000
616,32770,121,17,0,0,10000
617,32900,112,65,0,0,75000
618,33100,815,92,0,0,350000
619,33110,150,79,0,0,350000
620,33120,995,84,169,169,350000
621,33130,410,73,137,137,150000
622,33180,291,85,247,247,150000
623,33230,14861,2639,1046,1323,1500000
624,33320,511,263,328,328,350000
625,33390,26,7,0,0,10000
626,33460,1356,750,358,399,350000
627,33520,412,60,0,0,350000
628,33570,289,86,149,149,150000
629,33600,432,51,1330,1428,350000
630,33610,181,167,9,9,150000
631,33620,228,64,0,0,35000
632,33650,299,37,0,0,75000
633,33660,21,7,0,0,10000
634,33670,166,134,2486,2486,150000
635,33680,955,92,466,466,75000
636,33760,1,4,0,0,10000
637,33770,154,37,0,0,75000
638,33790,16,13,0,0,10000
639,33900,1728,357,752,1263,1500000
640,33930,17683,1519,8488,1120,3500000
641,33950,151,56,0,0,150000
642,33980,78,49,0,0,35000
643,33990,83,86,0,0,35000
644,34010,3113,785,267,214,750000
645,34030,8540,907,1251,1534,3500000
646,34190,614,173,759,859,350000
647,34410,260,42,2,2,150000
648,34420,55,57,0,0,75000
649,34500,31,7,0,0,35000
650,34600,270,98,319,589,350000
651,34630,6,2,0,0,10000
652,34640,11,2,0,0,10000
653,34800,46,23,0,0,35000
654,34810,80,26,0,0,35000
655,34820,373,101,25,25,150000
656,34830,2143,1728,113,123,1500000
657,34870,6775,2724,234,228,1500000
658,34900,10465,2981,257,276,350000
659,34920,49,154,28,28,75000
660,35000,1612,270,27,53,350000
661,35070,58,28,0,0,75000
662,35130,2506,237,42,57,750000
663,35140,20297,865,569,545,3500000
664,35300,73,26,0,0,75000
665,35310,90,44,0,0,35000
666,35320,329,67,0,0,75000
667,35450,26922,2274,771,269,3500000
668,35460,606,210,14,14,350000
669,35480,619,177,53,57,350000
670,35600,44,37,0,0,35000
671,35700,9448,407,314,304,1500000
672,35720,16369,706,421,319,3500000
673,35800,126,22,0,0,75000
674,36000,184,111,160,160,75000
675,36100,43,2,0,0,10000
676,36130,4,1,0,0,10000
677,36180,28,11,0,0,10000
678,36210,11,3,0,0,10000
679,36240,7,0,0,0,10000
680,36300,13,5,0,0,10000
681,36310,11,1,0,0,10000
682,36320,4,3,0,0,10000
683,36900,0,2,0,0,10000
684,36910,3,8,0,0,10000
685,37000,581,126,27,34,150000
686,37010,128,72,0,0,35000
687,37030,122,43,0,0,150000
688,37100,94,39,0,0,35000
689,37210,51,23,0,0,10000
690,37220,27,9,0,0,10000
691,37230,13,2,0,0,10000
692,37240,26,66,0,0,10000
693,37260,50,3,38,38,10000
694,37270,20,0,0,0,10000
695,37280,13,3,0,0,10000
696,37300,8,5,0,0,10000
697,37310,4,10,0,0,10000
698,37320,2,3,0,0,10000
699,37330,3,1,0,0,10000
700,37340,8,0,0,0,10000
701,37370,3,1,0,0,10000
702,37380,5,6,0,0,10000
703,37390,12,1,0,0,10000
704,37400,494,118,10,10,350000
705,37500,33,9,49,49,10000
706,37600,821,85,31,31,150000
707,37700,158,63,0,0,10000
708,37800,24,13,5,5,35000
709,37960,19,3,0,0,10000
710,38000,20,2,0,0,10000
711,38070,11,1,0,0,10000
712,38080,11,2,0,0,10000
713,38090,3,0,0,0,10000
714,38100,2,0,0,0,10000
715,38110,4,3,0,0,10000
716,38120,19,2,0,0,10000
717,38130,17,2,0,0,10000
718,38140,16,1,0,0,10000
719,38150,7,1,0,0,10000
720,38160,2,0,0,0,10000
721,38170,16,2,0,0,10000
722,38180,6,0,0,0,10000
723,38190,4,5,0,0,10000
724,38210,273,66,4,4,75000
725,38230,66,95,0,0,35000
726,38400,6983,643,93,49,1500000
727,38410,4758,321,86,77,1500000
728,38420,847,210,16,14,750000
729,38430,163,42,0,0,35000
730,38450,138,45,0,0,35000
731,38460,95,19,0,0,35000
732,38490,47,16,0,0,35000
733,38600,2147,207,266,262,350000
734,38700,1660,226,73,108,350000
735,38720,1069,117,53,56,350000
736,38740,1714,148,41,43,350000
737,39000,9867,1166,54,46,1500000
738,39110,156,44,0,0,75000
739,39120,6885,2326,4104,1997,3500000
740,39140,11722,878,2443,2805,1500000
741,39150,5323,682,2145,2470,750000
742,39190,1179,397,228,347,350000
743,39200,813,343,754,1502,750000
744,39210,9808,2107,28897,9324,1500000
745,39500,2962,728,1401,1652,750000
746,39510,3809,475,102,132,350000
747,39520,175,75,28,39,150000
748,39540,694,149,2886,2886,150000
749,39560,90,181,0,0,150000
750,39630,151,57,0,0,150000
751,39640,106,35,0,0,150000
752,39650,385,196,1014,1018,750000
753,39660,109,49,0,0,350000
754,39670,611,226,0,0,75000
755,39680,1944,482,1556,1590,350000
756,39690,735,763,398,571,350000
757,39800,2093,272,154,222,350000
758,39900,14,15,0,0,10000
759,40100,5336,903,1834,2894,1500000
760,40200,6,2,0,0,10000
761,40210,10,0,0,0,10000
762,40300,3848,585,994,650,750000
763,40320,88,13,0,0,35000
764,40330,135,32,0,0,75000
765,40340,60,17,0,0,35000
766,40350,211,26,34,34,75000
767,40380,859,217,135,210,150000
768,40390,2987,891,1278,1257,1500000
769,40400,1109,205,248,338,350000
770,40420,130,66,0,0,150000
771,40500,14,42,0,0,35000
772,40700,5437,264,165,241,750000
773,40720,716,149,53,53,350000
774,40930,323,42,19,19,150000
775,40950,2992,199,473,665,1500000
776,40970,4079,170,247,183,1500000
777,40980,404,123,337,519,150000
778,40990,1727,180,32,32,350000
779,41000,3950,269,277,271,1500000
780,41070,15574,1977,378,215,3500000
781,41100,1051,514,256,254,350000
782,41300,1540,128,333,657,350000
783,41400,8,20,0,0,10000
784,41500,3825,317,1108,1144,1500000
785,41600,34,36,0,0,10000
786,41660,7,7,0,0,10000
787,41680,3,9,0,0,10000
788,41700,10172,470,1969,3186,1500000
789,41740,260,72,540,540,75000
790,41800,505,168,272,333,750000
791,41900,644,188,43,77,350000
792,42000,9,5,0,0,10000
793,42120,1471,545,112,128,750000
794,42140,169,83,184,184,150000
795,42170,429,329,369,369,150000
796,42210,48,23,0,0,35000
797,42220,48,8,0,0,10000
798,42230,22,8,0,0,10000
799,42500,232,152,63,63,350000
800,42670,2766,227,148,148,150000
801,42700,14201,1839,2672,517,3500000
802,42810,59,25,44,44,35000
803,42850,180,31,0,0,75000
804,42890,355,46,0,0,150000
805,42910,20912,1964,589,369,3500000
806,42920,41,72,0,0,75000
807,42930,8,3,0,0,35000
808,42940,4,3,0,0,75000
809,42950,9,2,0,0,35000
810,42960,4743,632,2580,4888,750000
811,42980,88,41,17,17,150000
812,42990,335,448,38,74,150000
813,43000,481,310,312,312,350000
814,43100,115,30,115,115,75000
815,43190,507,81,285,333,75000
816,43500,70,85,0,0,35000
817,43600,46,5,0,0,35000
818,44100,73,11,0,0,35000
819,44350,11953,3009,340,243,1500000
820,44360,232,108,3,3,150000
821,44600,43,28,0,0,75000
822,44680,11,1,1,1,10000
823,44690,201,24,0,0,150000
824,45000,293,30,0,0,75000
825,45100,1342,265,176,176,150000
826,45300,314,148,1154,1154,150000
827,45400,802,69,287,287,150000
828,45410,154,115,0,0,75000
829,45420,10,1,0,0,10000
830,45450,462,45,487,487,150000
831,45700,1620,144,789,946,350000
832,45710,218,230,143,143,75000
833,45720,134,95,65,109,75000
834,45730,130,139,0,0,35000
